flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
2	A	1656782670.575869000	6	0x011b	192.168.2.87	192.168.2.91	38551	8088
2	B	1656782670.577374000	6	0x031b	192.168.2.91	192.168.2.87	8088	38551
3	A	1656782670.584544000	6	0x011b	192.168.2.87	192.168.2.91	43749	8088
3	B	1656782670.585702000	6	0x031b	192.168.2.91	192.168.2.87	8088	43749
4	A	1656782670.615124000	6	0x011b	192.168.2.87	192.168.2.91	41633	8088
4	B	1656782670.616453000	6	0x031b	192.168.2.91	192.168.2.87	8088	41633
6	A	1656782674.070795000	6	0x051f	192.168.2.91	192.168.2.87	60969	502
6	B	1656782674.070844000	6	0x031b	192.168.2.87	192.168.2.91	502	60969
7	A	1656782677.051086000	17	0x0000	192.168.2.86	239.255.255.250	55802	1900
1	A	1656782669.728324000	17	0x0000	192.168.2.86	192.168.2.255	137	137
5	A	1656782671.587533000	0	0x0000	-	-	0	0
