flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
2	A	1617985548.092133000	6	0x011b	84.3.251.101	84.3.251.18	58195	502
2	B	1617985548.098619000	6	0x071f	84.3.251.18	84.3.251.101	502	58195
3	A	1617985548.199227000	6	0x011b	84.3.251.101	84.3.251.18	52995	502
3	B	1617985548.208675000	6	0x071f	84.3.251.18	84.3.251.101	502	52995
11	A	1617985549.481382000	6	0x011b	84.3.251.101	84.3.251.18	59569	502
11	B	1617985549.488675000	6	0x071f	84.3.251.18	84.3.251.101	502	59569
13	A	1617985549.590863000	6	0x011b	84.3.251.101	84.3.251.18	42277	502
13	B	1617985549.598608000	6	0x071f	84.3.251.18	84.3.251.101	502	42277
15	A	1617985549.704167000	6	0x011b	84.3.251.101	84.3.251.18	53331	502
15	B	1617985549.718515000	6	0x071f	84.3.251.18	84.3.251.101	502	53331
21	A	1617985550.997492000	6	0x011b	84.3.251.101	84.3.251.18	58949	502
21	B	1617985551.008437000	6	0x071f	84.3.251.18	84.3.251.101	502	58949
22	A	1617985551.113477000	6	0x011b	84.3.251.101	84.3.251.18	55551	502
22	B	1617985551.128462000	6	0x071f	84.3.251.18	84.3.251.101	502	55551
23	A	1617985551.237769000	6	0x011b	84.3.251.101	84.3.251.18	58059	502
23	B	1617985551.248416000	6	0x071f	84.3.251.18	84.3.251.101	502	58059
29	A	1617985552.909786000	6	0x011b	84.3.251.101	84.3.251.18	54321	502
29	B	1617985552.918491000	6	0x071f	84.3.251.18	84.3.251.101	502	54321
32	A	1617985553.025160000	6	0x011b	84.3.251.101	84.3.251.18	36895	502
32	B	1617985553.038343000	6	0x071f	84.3.251.18	84.3.251.101	502	36895
33	A	1617985553.141324000	6	0x011b	84.3.251.101	84.3.251.18	45713	502
33	B	1617985553.148476000	6	0x071f	84.3.251.18	84.3.251.101	502	45713
38	A	1617985554.407243000	6	0x011b	84.3.251.101	84.3.251.18	35965	502
38	B	1617985554.418344000	6	0x071f	84.3.251.18	84.3.251.101	502	35965
39	A	1617985554.526315000	6	0x011b	84.3.251.101	84.3.251.18	43605	502
39	B	1617985554.538486000	6	0x071f	84.3.251.18	84.3.251.101	502	43605
40	A	1617985554.644756000	6	0x011b	84.3.251.101	84.3.251.18	46381	502
40	B	1617985554.658514000	6	0x071f	84.3.251.18	84.3.251.101	502	46381
45	A	1617985555.940759000	6	0x011b	84.3.251.101	84.3.251.18	44585	502
45	B	1617985555.948513000	6	0x071f	84.3.251.18	84.3.251.101	502	44585
47	A	1617985556.054688000	6	0x011b	84.3.251.101	84.3.251.18	37969	502
47	B	1617985556.068296000	6	0x071f	84.3.251.18	84.3.251.101	502	37969
48	A	1617985556.168802000	6	0x011b	84.3.251.101	84.3.251.18	45143	502
48	B	1617985556.178286000	6	0x071f	84.3.251.18	84.3.251.101	502	45143
54	A	1617985557.460009000	6	0x011b	84.3.251.101	84.3.251.18	44139	502
54	B	1617985557.468380000	6	0x071f	84.3.251.18	84.3.251.101	502	44139
55	A	1617985557.571336000	6	0x011b	84.3.251.101	84.3.251.18	47417	502
55	B	1617985557.578423000	6	0x071f	84.3.251.18	84.3.251.101	502	47417
56	A	1617985557.680570000	6	0x011b	84.3.251.101	84.3.251.18	59681	502
56	B	1617985557.688333000	6	0x071f	84.3.251.18	84.3.251.101	502	59681
1	A	1617985548.078961000	6	0x011b	84.3.251.103	84.3.251.102	60461	502
1	B	1617985548.083438000	6	0x031b	84.3.251.102	84.3.251.103	502	60461
4	A	1617985548.246582000	6	0x011b	84.3.251.102	84.3.251.101	48697	502
4	B	1617985548.251114000	6	0x031b	84.3.251.101	84.3.251.102	502	48697
5	A	1617985548.458918000	6	0x011b	84.3.251.104	84.3.251.102	36531	502
5	B	1617985548.463433000	6	0x031b	84.3.251.102	84.3.251.104	502	36531
6	A	1617985548.502485000	6	0x011b	84.3.251.105	84.3.251.103	38305	502
6	B	1617985548.506724000	6	0x031b	84.3.251.103	84.3.251.105	502	38305
61	A	1617985559.032027000	6	0x011b	84.3.251.101	84.3.251.18	57657	502
61	B	1617985559.038332000	6	0x071f	84.3.251.18	84.3.251.101	502	57657
10	A	1617985549.173129000	6	0x011b	84.3.251.103	84.3.251.102	36419	502
10	B	1617985549.178878000	6	0x031b	84.3.251.102	84.3.251.103	502	36419
63	A	1617985559.144223000	6	0x011b	84.3.251.101	84.3.251.18	55765	502
63	B	1617985559.158175000	6	0x071f	84.3.251.18	84.3.251.101	502	55765
64	A	1617985559.259479000	6	0x011b	84.3.251.101	84.3.251.18	39549	502
64	B	1617985559.268318000	6	0x071f	84.3.251.18	84.3.251.101	502	39549
12	A	1617985549.557562000	6	0x011b	84.3.251.104	84.3.251.102	36501	502
12	B	1617985549.562035000	6	0x031b	84.3.251.102	84.3.251.104	502	36501
14	A	1617985549.604238000	6	0x011b	84.3.251.105	84.3.251.103	47951	502
14	B	1617985549.608313000	6	0x031b	84.3.251.103	84.3.251.105	502	47951
16	A	1617985549.764567000	6	0x011b	84.3.251.102	84.3.251.101	44303	502
16	B	1617985549.792316000	6	0x031b	84.3.251.101	84.3.251.102	502	44303
18	A	1617985550.223651000	6	0x011b	84.3.251.103	84.3.251.102	54407	502
18	B	1617985550.229074000	6	0x031b	84.3.251.102	84.3.251.103	502	54407
19	A	1617985550.655621000	6	0x011b	84.3.251.104	84.3.251.102	50439	502
19	B	1617985550.660398000	6	0x031b	84.3.251.102	84.3.251.104	502	50439
68	A	1617985560.528203000	6	0x011b	84.3.251.101	84.3.251.18	46129	502
68	B	1617985560.538208000	6	0x071f	84.3.251.18	84.3.251.101	502	46129
20	A	1617985550.702419000	6	0x011b	84.3.251.105	84.3.251.103	53227	502
20	B	1617985550.707000000	6	0x031b	84.3.251.103	84.3.251.105	502	53227
69	A	1617985560.639483000	6	0x011b	84.3.251.101	84.3.251.18	43283	502
69	B	1617985560.648306000	6	0x071f	84.3.251.18	84.3.251.101	502	43283
72	A	1617985560.758126000	6	0x011b	84.3.251.101	84.3.251.18	39605	502
72	B	1617985560.768294000	6	0x071f	84.3.251.18	84.3.251.101	502	39605
24	A	1617985551.286436000	6	0x011b	84.3.251.103	84.3.251.102	55335	502
24	B	1617985551.291261000	6	0x031b	84.3.251.102	84.3.251.103	502	55335
25	A	1617985551.290319000	6	0x011b	84.3.251.102	84.3.251.101	43013	502
25	B	1617985551.306541000	6	0x031b	84.3.251.101	84.3.251.102	502	43013
26	A	1617985551.808309000	6	0x011b	84.3.251.104	84.3.251.102	35051	502
26	B	1617985551.813472000	6	0x031b	84.3.251.102	84.3.251.104	502	35051
