flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
2	A	1618839826.424468000	6	0x011b	84.3.251.101	84.3.251.18	50689	502
2	B	1618839826.439719000	6	0x071f	84.3.251.18	84.3.251.101	502	50689
3	A	1618839826.547904000	6	0x011b	84.3.251.101	84.3.251.18	36223	502
3	B	1618839826.559787000	6	0x071f	84.3.251.18	84.3.251.101	502	36223
1	A	1618839826.010707000	6	0x011b	84.3.251.104	84.3.251.102	43159	502
1	B	1618839826.015307000	6	0x031b	84.3.251.102	84.3.251.104	502	43159
4	A	1618839826.565082000	6	0x011b	84.3.251.102	84.3.251.101	56177	502
4	B	1618839826.568846000	6	0x031b	84.3.251.101	84.3.251.102	502	56177
7	A	1618839826.892686000	6	0x011b	84.3.251.105	84.3.251.103	54337	502
7	B	1618839826.897565000	6	0x031b	84.3.251.103	84.3.251.105	502	54337
47	A	1618839836.943036000	6	0x011b	84.3.251.104	84.3.251.102	60939	502
47	B	1618839836.948787000	6	0x031f	84.3.251.102	84.3.251.104	502	60939
8	A	1618839827.143521000	6	0x011b	84.3.251.103	84.3.251.102	60613	502
8	B	1618839827.148866000	6	0x031b	84.3.251.102	84.3.251.103	502	60613
9	A	1618839827.440110000	6	0x011b	84.3.251.104	84.3.251.102	37325	502
9	B	1618839827.444833000	6	0x031b	84.3.251.102	84.3.251.104	502	37325
10	A	1618839828.001081000	6	0x011b	84.3.251.105	84.3.251.103	44349	502
10	B	1618839828.005685000	6	0x031b	84.3.251.103	84.3.251.105	502	44349
11	A	1618839828.075692000	6	0x011b	84.3.251.102	84.3.251.101	49385	502
11	B	1618839828.080898000	6	0x031b	84.3.251.101	84.3.251.102	502	49385
12	A	1618839828.396296000	6	0x011b	84.3.251.103	84.3.251.102	57329	502
12	B	1618839828.401453000	6	0x031b	84.3.251.102	84.3.251.103	502	57329
13	A	1618839828.872573000	6	0x011b	84.3.251.104	84.3.251.102	55325	502
13	B	1618839828.877233000	6	0x031b	84.3.251.102	84.3.251.104	502	55325
14	A	1618839829.101938000	6	0x011b	84.3.251.105	84.3.251.103	58519	502
14	B	1618839829.106939000	6	0x031b	84.3.251.103	84.3.251.105	502	58519
16	A	1618839829.981329000	6	0x011b	84.3.251.103	84.3.251.102	60807	502
16	B	1618839829.986322000	6	0x031b	84.3.251.102	84.3.251.103	502	60807
17	A	1618839829.981778000	6	0x011b	84.3.251.102	84.3.251.101	45307	502
17	B	1618839829.989896000	6	0x031b	84.3.251.101	84.3.251.102	502	45307
18	A	1618839830.155858000	6	0x011b	84.3.251.104	84.3.251.102	49731	502
18	B	1618839830.161527000	6	0x031b	84.3.251.102	84.3.251.104	502	49731
19	A	1618839830.208337000	6	0x011b	84.3.251.105	84.3.251.103	38179	502
19	B	1618839830.212960000	6	0x031b	84.3.251.103	84.3.251.105	502	38179
