flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
1	A	1618839609.094042000	6	0x011b	84.3.251.101	84.3.251.18	33235	502
1	B	1618839609.102608000	6	0x071f	84.3.251.18	84.3.251.101	502	33235
5	A	1618839609.211059000	6	0x011b	84.3.251.101	84.3.251.18	60049	502
5	B	1618839609.222472000	6	0x071f	84.3.251.18	84.3.251.101	502	60049
2	A	1618839609.181777000	0	0x0000	-	-	0	0
3	A	1618839609.186713000	0	0x0000	-	-	0	0
4	A	1618839609.189864000	6	0x0001	84.3.251.110	84.3.251.101	39519	502
6	A	1618839609.275903000	6	0x011b	84.3.251.102	84.3.251.101	51839	502
6	B	1618839609.281270000	6	0x031b	84.3.251.101	84.3.251.102	502	51839
7	A	1618839609.288831000	6	0x0001	84.3.251.110	84.3.251.101	39520	502
8	A	1618839609.557857000	6	0x011b	84.3.251.105	84.3.251.103	54705	502
8	B	1618839609.562163000	6	0x031b	84.3.251.103	84.3.251.105	502	54705
9	A	1618839609.674129000	6	0x011b	84.3.251.103	84.3.251.102	53925	502
9	B	1618839609.678664000	6	0x031b	84.3.251.102	84.3.251.103	502	53925
10	A	1618839609.973447000	6	0x011b	84.3.251.104	84.3.251.102	38311	502
10	B	1618839609.978330000	6	0x031b	84.3.251.102	84.3.251.104	502	38311
