flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
5	A	1617991281.929944000	6	0x0006	84.3.251.103	84.3.251.102	57153	502
5	B	1617991281.949455000	6	0x0212	84.3.251.102	84.3.251.103	502	57153
6	A	1617991285.885894000	6	0x0006	84.3.251.103	84.3.251.102	43605	502
6	B	1617991285.899732000	6	0x0212	84.3.251.102	84.3.251.103	502	43605
4	A	1617991278.926323000	6	0x0006	84.3.251.103	84.3.251.102	47167	502
4	B	1617991278.940780000	6	0x0212	84.3.251.102	84.3.251.103	502	47167
7	A	1617991288.889206000	6	0x011b	84.3.251.103	84.3.251.102	40127	502
7	B	1617991288.907573000	6	0x031b	84.3.251.102	84.3.251.103	502	40127
8	A	1617991289.988129000	6	0x011b	84.3.251.103	84.3.251.102	56271	502
8	B	1617991290.003100000	6	0x031b	84.3.251.102	84.3.251.103	502	56271
9	A	1617991291.218717000	6	0x011b	84.3.251.103	84.3.251.102	45727	502
9	B	1617991291.577633000	6	0x031b	84.3.251.102	84.3.251.103	502	45727
10	A	1617991292.816491000	6	0x011b	84.3.251.103	84.3.251.102	48705	502
10	B	1617991292.831606000	6	0x031b	84.3.251.102	84.3.251.103	502	48705
11	A	1617991293.816235000	6	0x011b	84.3.251.103	84.3.251.102	33381	502
11	B	1617991293.831520000	6	0x031b	84.3.251.102	84.3.251.103	502	33381
12	A	1617991294.818228000	6	0x011b	84.3.251.103	84.3.251.102	58527	502
12	B	1617991294.831157000	6	0x031b	84.3.251.102	84.3.251.103	502	58527
13	A	1617991295.951097000	6	0x011b	84.3.251.103	84.3.251.102	58207	502
13	B	1617991295.968832000	6	0x031b	84.3.251.102	84.3.251.103	502	58207
14	A	1617991297.105709000	6	0x011b	84.3.251.103	84.3.251.102	50349	502
14	B	1617991297.120083000	6	0x031b	84.3.251.102	84.3.251.103	502	50349
15	A	1617991298.219336000	6	0x011b	84.3.251.103	84.3.251.102	50457	502
15	B	1617991298.230504000	6	0x031b	84.3.251.102	84.3.251.103	502	50457
16	A	1617991299.353890000	6	0x011b	84.3.251.103	84.3.251.102	38243	502
16	B	1617991299.368204000	6	0x031b	84.3.251.102	84.3.251.103	502	38243
17	A	1617991300.605963000	6	0x011b	84.3.251.103	84.3.251.102	50665	502
17	B	1617991300.624012000	6	0x031b	84.3.251.102	84.3.251.103	502	50665
18	A	1617991301.654109000	6	0x011b	84.3.251.103	84.3.251.102	60659	502
18	B	1617991301.672334000	6	0x031b	84.3.251.102	84.3.251.103	502	60659
19	A	1617991302.782668000	6	0x011b	84.3.251.103	84.3.251.102	37829	502
19	B	1617991302.799202000	6	0x031b	84.3.251.102	84.3.251.103	502	37829
20	A	1617991303.882509000	6	0x011b	84.3.251.103	84.3.251.102	36901	502
20	B	1617991303.894945000	6	0x031b	84.3.251.102	84.3.251.103	502	36901
21	A	1617991304.899044000	6	0x011b	84.3.251.103	84.3.251.102	45441	502
21	B	1617991304.911859000	6	0x031b	84.3.251.102	84.3.251.103	502	45441
22	A	1617991306.935298000	6	0x011b	84.3.251.103	84.3.251.102	50455	502
22	B	1617991306.951658000	6	0x031b	84.3.251.102	84.3.251.103	502	50455
23	A	1617991307.925585000	6	0x011b	84.3.251.103	84.3.251.102	50819	502
23	B	1617991307.943599000	6	0x031b	84.3.251.102	84.3.251.103	502	50819
24	A	1617991308.927311000	6	0x011b	84.3.251.103	84.3.251.102	47423	502
24	B	1617991308.942409000	6	0x031b	84.3.251.102	84.3.251.103	502	47423
25	A	1617991309.970147000	6	0x011b	84.3.251.103	84.3.251.102	54667	502
25	B	1617991309.982658000	6	0x031b	84.3.251.102	84.3.251.103	502	54667
1	A	1617991278.684951000	1	0x0000	84.3.251.103	84.3.251.102	0	0
1	B	1617991278.684954000	1	0x0000	84.3.251.102	84.3.251.103	0	0
3	A	1617991278.686209000	0	0x0000	-	-	0	0
3	B	1617991293.992039000	0	0x0000	-	-	0	0
26	A	1617991311.073697000	6	0x011b	84.3.251.103	84.3.251.102	54861	502
26	B	1617991311.088335000	6	0x031b	84.3.251.102	84.3.251.103	502	54861
27	A	1617991312.999743000	6	0x011b	84.3.251.103	84.3.251.102	35551	502
27	B	1617991313.025229000	6	0x031b	84.3.251.102	84.3.251.103	502	35551
28	A	1617991314.160222000	6	0x011b	84.3.251.103	84.3.251.102	35741	502
28	B	1617991314.180653000	6	0x031b	84.3.251.102	84.3.251.103	502	35741
2	A	1617991278.685527000	0	0x0000	-	-	0	0
2	B	1617991284.003272000	0	0x0000	-	-	0	0
29	A	1617991315.320844000	6	0x0002	84.3.251.103	84.3.251.102	45055	502
29	B	1617991315.352708000	6	0x0212	84.3.251.102	84.3.251.103	502	45055
30	A	1617991318.324325000	6	0x0002	84.3.251.103	84.3.251.102	50513	502
30	B	1617991318.363276000	6	0x0212	84.3.251.102	84.3.251.103	502	50513
