flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
5	A	1618841306.383419000	6	0x011b	84.3.251.105	84.3.251.103	43249	502
5	B	1618841306.389921000	6	0x031f	84.3.251.103	84.3.251.105	502	43249
6	A	1618841306.895510000	6	0x011b	84.3.251.101	84.3.251.18	44821	502
6	B	1618841306.911021000	6	0x071f	84.3.251.18	84.3.251.101	502	44821
7	A	1618841307.016411000	6	0x011b	84.3.251.101	84.3.251.18	53295	502
7	B	1618841307.030957000	6	0x071f	84.3.251.18	84.3.251.101	502	53295
9	A	1618841307.139906000	6	0x011b	84.3.251.101	84.3.251.18	38779	502
9	B	1618841307.150916000	6	0x071f	84.3.251.18	84.3.251.101	502	38779
14	A	1618841308.416803000	6	0x011b	84.3.251.101	84.3.251.18	34485	502
14	B	1618841308.430918000	6	0x071f	84.3.251.18	84.3.251.101	502	34485
15	A	1618841308.532455000	6	0x011b	84.3.251.101	84.3.251.18	60515	502
15	B	1618841308.541019000	6	0x071f	84.3.251.18	84.3.251.101	502	60515
16	A	1618841308.647510000	6	0x011b	84.3.251.101	84.3.251.18	41919	502
16	B	1618841308.660959000	6	0x071f	84.3.251.18	84.3.251.101	502	41919
23	A	1618841309.935205000	6	0x011b	84.3.251.101	84.3.251.18	39093	502
23	B	1618841309.950986000	6	0x071f	84.3.251.18	84.3.251.101	502	39093
24	A	1618841310.055742000	6	0x011b	84.3.251.101	84.3.251.18	48749	502
24	B	1618841310.071002000	6	0x071f	84.3.251.18	84.3.251.101	502	48749
25	A	1618841310.174959000	6	0x011b	84.3.251.101	84.3.251.18	39267	502
25	B	1618841310.180983000	6	0x071f	84.3.251.18	84.3.251.101	502	39267
29	A	1618841311.436352000	6	0x011b	84.3.251.101	84.3.251.18	40023	502
29	B	1618841311.450890000	6	0x071f	84.3.251.18	84.3.251.101	502	40023
30	A	1618841311.555509000	6	0x011b	84.3.251.101	84.3.251.18	34051	502
30	B	1618841311.570902000	6	0x071f	84.3.251.18	84.3.251.101	502	34051
31	A	1618841311.675577000	6	0x011b	84.3.251.101	84.3.251.18	57655	502
