flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
7	A	1617987640.830260000	6	0x011b	84.3.251.101	84.3.251.18	40315	502
7	B	1617987640.844852000	6	0x071f	84.3.251.18	84.3.251.101	502	40315
8	A	1617987640.950235000	6	0x011b	84.3.251.101	84.3.251.18	55583	502
8	B	1617987640.964890000	6	0x071f	84.3.251.18	84.3.251.101	502	55583
10	A	1617987641.077413000	6	0x011b	84.3.251.101	84.3.251.18	56961	502
10	B	1617987641.085018000	6	0x071f	84.3.251.18	84.3.251.101	502	56961
12	A	1617987642.280099000	6	0x011b	84.3.251.101	84.3.251.18	59875	502
12	B	1617987642.294914000	6	0x071f	84.3.251.18	84.3.251.101	502	59875
13	A	1617987642.408305000	6	0x011b	84.3.251.101	84.3.251.18	55709	502
13	B	1617987642.414962000	6	0x071f	84.3.251.18	84.3.251.101	502	55709
15	A	1617987642.624121000	6	0x011b	84.3.251.101	84.3.251.18	44323	502
15	B	1617987642.634851000	6	0x071f	84.3.251.18	84.3.251.101	502	44323
19	A	1617987643.837693000	6	0x011b	84.3.251.101	84.3.251.18	39597	502
19	B	1617987643.845027000	6	0x071f	84.3.251.18	84.3.251.101	502	39597
22	A	1617987643.953983000	6	0x011b	84.3.251.101	84.3.251.18	41399	502
22	B	1617987643.964816000	6	0x071f	84.3.251.18	84.3.251.101	502	41399
24	A	1617987644.088770000	6	0x011b	84.3.251.101	84.3.251.18	48619	502
24	B	1617987644.094981000	6	0x071f	84.3.251.18	84.3.251.101	502	48619
28	A	1617987645.289913000	6	0x011b	84.3.251.101	84.3.251.18	52879	502
28	B	1617987645.304784000	6	0x071f	84.3.251.18	84.3.251.101	502	52879
29	A	1617987645.407171000	6	0x011b	84.3.251.101	84.3.251.18	43943	502
29	B	1617987645.414936000	6	0x071f	84.3.251.18	84.3.251.101	502	43943
31	A	1617987645.518466000	6	0x011b	84.3.251.101	84.3.251.18	37555	502
31	B	1617987645.524934000	6	0x071f	84.3.251.18	84.3.251.101	502	37555
35	A	1617987646.716567000	6	0x011b	84.3.251.101	84.3.251.18	46521	502
35	B	1617987646.724847000	6	0x071f	84.3.251.18	84.3.251.101	502	46521
36	A	1617987646.829657000	6	0x011b	84.3.251.101	84.3.251.18	47537	502
36	B	1617987646.844768000	6	0x071f	84.3.251.18	84.3.251.101	502	47537
37	A	1617987646.952620000	6	0x011b	84.3.251.101	84.3.251.18	35025	502
37	B	1617987646.964703000	6	0x071f	84.3.251.18	84.3.251.101	502	35025
42	A	1617987648.163170000	6	0x011b	84.3.251.101	84.3.251.18	34341	502
42	B	1617987648.174782000	6	0x071f	84.3.251.18	84.3.251.101	502	34341
43	A	1617987648.280172000	6	0x011b	84.3.251.101	84.3.251.18	50011	502
43	B	1617987648.294862000	6	0x071f	84.3.251.18	84.3.251.101	502	50011
44	A	1617987648.397082000	6	0x011b	84.3.251.101	84.3.251.18	38339	502
44	B	1617987648.404816000	6	0x071f	84.3.251.18	84.3.251.101	502	38339
46	A	1617987648.508367000	6	0x011b	84.3.251.101	84.3.251.18	42205	502
46	B	1617987648.514739000	6	0x071f	84.3.251.18	84.3.251.101	502	42205
50	A	1617987649.709061000	6	0x011b	84.3.251.101	84.3.251.18	55731	502
50	B	1617987649.714816000	6	0x071f	84.3.251.18	84.3.251.101	502	55731
51	A	1617987649.817611000	6	0x011b	84.3.251.101	84.3.251.18	42015	502
51	B	1617987649.825003000	6	0x071f	84.3.251.18	84.3.251.101	502	42015
52	A	1617987649.926901000	6	0x011b	84.3.251.101	84.3.251.18	42955	502
52	B	1617987649.934834000	6	0x071f	84.3.251.18	84.3.251.101	502	42955
4	A	1617987640.174805000	6	0x011b	84.3.251.103	84.3.251.102	57169	502
4	B	1617987640.179487000	6	0x031b	84.3.251.102	84.3.251.103	502	57169
53	A	1617987650.038728000	6	0x011b	84.3.251.101	84.3.251.18	52487	502
53	B	1617987650.044747000	6	0x071f	84.3.251.18	84.3.251.101	502	52487
5	A	1617987640.397730000	6	0x011b	84.3.251.105	84.3.251.103	57379	502
5	B	1617987640.402133000	6	0x031b	84.3.251.103	84.3.251.105	502	57379
6	A	1617987640.434628000	6	0x011b	84.3.251.104	84.3.251.102	60837	502
6	B	1617987640.446275000	6	0x031b	84.3.251.102	84.3.251.104	502	60837
9	A	1617987640.958833000	6	0x011b	84.3.251.102	84.3.251.101	59439	502
9	B	1617987640.963450000	6	0x031b	84.3.251.101	84.3.251.102	502	59439
58	A	1617987651.314694000	6	0x011b	84.3.251.101	84.3.251.18	45029	502
58	B	1617987651.324649000	6	0x071f	84.3.251.18	84.3.251.101	502	45029
11	A	1617987641.463600000	6	0x011b	84.3.251.103	84.3.251.102	59107	502
11	B	1617987641.468019000	6	0x031b	84.3.251.102	84.3.251.103	502	59107
60	A	1617987651.425811000	6	0x011b	84.3.251.101	84.3.251.18	40345	502
60	B	1617987651.434833000	6	0x071f	84.3.251.18	84.3.251.101	502	40345
62	A	1617987651.554030000	6	0x011b	84.3.251.105	84.3.251.103	37883	502
62	B	1617987651.558554000	6	0x031f	84.3.251.103	84.3.251.105	502	37883
61	A	1617987651.540602000	6	0x011b	84.3.251.101	84.3.251.18	55617	502
61	B	1617987651.554605000	6	0x071f	84.3.251.18	84.3.251.101	502	55617
14	A	1617987642.424140000	6	0x011b	84.3.251.102	84.3.251.101	50333	502
14	B	1617987642.428428000	6	0x031b	84.3.251.101	84.3.251.102	502	50333
64	A	1617987651.659955000	6	0x011b	84.3.251.101	84.3.251.18	51773	502
64	B	1617987651.674670000	6	0x071f	84.3.251.18	84.3.251.101	502	51773
16	A	1617987642.628388000	6	0x011b	84.3.251.105	84.3.251.103	40755	502
16	B	1617987642.632824000	6	0x031b	84.3.251.103	84.3.251.105	502	40755
17	A	1617987642.700526000	6	0x011b	84.3.251.104	84.3.251.102	38315	502
17	B	1617987642.717886000	6	0x031b	84.3.251.102	84.3.251.104	502	38315
67	A	1617987652.782823000	6	0x011b	84.3.251.101	84.3.251.18	51739	502
67	B	1617987652.794581000	6	0x071f	84.3.251.18	84.3.251.101	502	51739
70	A	1617987652.904248000	6	0x011b	84.3.251.101	84.3.251.18	35605	502
70	B	1617987652.914612000	6	0x071f	84.3.251.18	84.3.251.101	502	35605
71	A	1617987653.026053000	6	0x011b	84.3.251.101	84.3.251.18	55727	502
71	B	1617987653.034733000	6	0x071f	84.3.251.18	84.3.251.101	502	55727
18	A	1617987643.756417000	6	0x011b	84.3.251.103	84.3.251.102	39843	502
18	B	1617987643.760862000	6	0x031b	84.3.251.102	84.3.251.103	502	39843
20	A	1617987643.858604000	6	0x011b	84.3.251.105	84.3.251.103	47577	502
20	B	1617987643.863425000	6	0x031b	84.3.251.103	84.3.251.105	502	47577
21	A	1617987643.859037000	6	0x011b	84.3.251.104	84.3.251.102	32813	502
21	B	1617987643.877947000	6	0x031b	84.3.251.102	84.3.251.104	502	32813
72	A	1617987653.137576000	6	0x011b	84.3.251.101	84.3.251.18	60105	502
72	B	1617987653.144720000	6	0x071f	84.3.251.18	84.3.251.101	502	60105
23	A	1617987644.002876000	6	0x011b	84.3.251.102	84.3.251.101	59997	502
23	B	1617987644.007339000	6	0x031b	84.3.251.101	84.3.251.102	502	59997
77	A	1617987654.326560000	6	0x011b	84.3.251.101	84.3.251.18	47049	502
77	B	1617987654.334718000	6	0x071f	84.3.251.18	84.3.251.101	502	47049
78	A	1617987654.435989000	6	0x011b	84.3.251.101	84.3.251.18	47163	502
78	B	1617987654.444674000	6	0x071f	84.3.251.18	84.3.251.101	502	47163
79	A	1617987654.549124000	6	0x011b	84.3.251.101	84.3.251.18	55279	502
79	B	1617987654.554579000	6	0x071f	84.3.251.18	84.3.251.101	502	55279
25	A	1617987644.902487000	6	0x011b	84.3.251.103	84.3.251.102	43445	502
25	B	1617987644.906847000	6	0x031b	84.3.251.102	84.3.251.103	502	43445
80	A	1617987654.662950000	6	0x011b	84.3.251.101	84.3.251.18	33417	502
80	B	1617987654.674504000	6	0x071f	84.3.251.18	84.3.251.101	502	33417
27	A	1617987645.143613000	6	0x011b	84.3.251.105	84.3.251.103	44303	502
27	B	1617987645.150509000	6	0x031b	84.3.251.103	84.3.251.105	502	44303
26	A	1617987645.127168000	6	0x011b	84.3.251.104	84.3.251.102	49077	502
26	B	1617987645.142101000	6	0x031b	84.3.251.102	84.3.251.104	502	49077
30	A	1617987645.484594000	6	0x011b	84.3.251.102	84.3.251.101	35061	502
30	B	1617987645.489385000	6	0x031b	84.3.251.101	84.3.251.102	502	35061
85	A	1617987655.944883000	6	0x011b	84.3.251.101	84.3.251.18	55395	502
85	B	1617987655.954740000	6	0x071f	84.3.251.18	84.3.251.101	502	55395
86	A	1617987656.057817000	6	0x011b	84.3.251.101	84.3.251.18	50081	502
86	B	1617987656.064672000	6	0x071f	84.3.251.18	84.3.251.101	502	50081
32	A	1617987646.190381000	6	0x011b	84.3.251.103	84.3.251.102	45069	502
32	B	1617987646.194711000	6	0x031b	84.3.251.102	84.3.251.103	502	45069
87	A	1617987656.175334000	6	0x011b	84.3.251.101	84.3.251.18	60927	502
87	B	1617987656.184586000	6	0x071f	84.3.251.18	84.3.251.101	502	60927
34	A	1617987646.425259000	6	0x011b	84.3.251.105	84.3.251.103	56205	502
34	B	1617987646.429820000	6	0x031b	84.3.251.103	84.3.251.105	502	56205
33	A	1617987646.391079000	6	0x011b	84.3.251.104	84.3.251.102	40647	502
33	B	1617987646.405698000	6	0x031b	84.3.251.102	84.3.251.104	502	40647
89	A	1617987656.303291000	6	0x011b	84.3.251.101	84.3.251.18	51769	502
89	B	1617987656.314396000	6	0x071f	84.3.251.18	84.3.251.101	502	51769
38	A	1617987646.963745000	6	0x011b	84.3.251.102	84.3.251.101	47369	502
