flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
2	A	1618840797.379879000	6	0x011b	84.3.251.101	84.3.251.18	51309	502
2	B	1618840797.387575000	6	0x071f	84.3.251.18	84.3.251.101	502	51309
3	A	1618840797.489509000	6	0x011b	84.3.251.101	84.3.251.18	47747	502
3	B	1618840797.497535000	6	0x071f	84.3.251.18	84.3.251.101	502	47747
4	A	1618840797.654791000	6	0x011b	84.3.251.101	84.3.251.18	35519	502
4	B	1618840797.667352000	6	0x071f	84.3.251.18	84.3.251.101	502	35519
19	A	1618840801.048290000	6	0x011b	84.3.251.105	84.3.251.103	52341	502
19	B	1618840801.052913000	6	0x031f	84.3.251.103	84.3.251.105	502	52341
24	A	1618840802.154119000	6	0x011b	84.3.251.104	84.3.251.102	50217	502
24	B	1618840802.162501000	6	0x031f	84.3.251.102	84.3.251.104	502	50217
1	A	1618840797.126968000	6	0x011b	84.3.251.103	84.3.251.102	45429	502
1	B	1618840797.131671000	6	0x031b	84.3.251.102	84.3.251.103	502	45429
5	A	1618840797.654796000	6	0x011b	84.3.251.105	84.3.251.103	48105	502
5	B	1618840797.662991000	6	0x031b	84.3.251.103	84.3.251.105	502	48105
6	A	1618840797.657146000	6	0x011b	84.3.251.104	84.3.251.102	32909	502
6	B	1618840797.666542000	6	0x031b	84.3.251.102	84.3.251.104	502	32909
8	A	1618840798.279335000	6	0x011b	84.3.251.103	84.3.251.102	35009	502
8	B	1618840798.283867000	6	0x031b	84.3.251.102	84.3.251.103	502	35009
9	A	1618840798.298827000	6	0x011b	84.3.251.102	84.3.251.101	55427	502
9	B	1618840798.303537000	6	0x031b	84.3.251.101	84.3.251.102	502	55427
10	A	1618840798.775945000	6	0x011b	84.3.251.105	84.3.251.103	43477	502
10	B	1618840798.781103000	6	0x031b	84.3.251.103	84.3.251.105	502	43477
11	A	1618840798.776432000	6	0x011b	84.3.251.104	84.3.251.102	49673	502
11	B	1618840798.785159000	6	0x031b	84.3.251.102	84.3.251.104	502	49673
