flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
6	A	1617991279.850535000	6	0x011b	84.3.251.101	84.3.251.18	41221	502
6	B	1617991279.860798000	6	0x071f	84.3.251.18	84.3.251.101	502	41221
8	A	1617991279.961124000	6	0x011b	84.3.251.101	84.3.251.18	45223	502
8	B	1617991279.971028000	6	0x071f	84.3.251.18	84.3.251.101	502	45223
9	A	1617991280.076264000	6	0x011b	84.3.251.101	84.3.251.18	45943	502
9	B	1617991280.090904000	6	0x071f	84.3.251.18	84.3.251.101	502	45943
14	A	1617991281.347111000	6	0x011b	84.3.251.101	84.3.251.18	45151	502
14	B	1617991281.360715000	6	0x071f	84.3.251.18	84.3.251.101	502	45151
15	A	1617991281.460937000	6	0x011b	84.3.251.101	84.3.251.18	51527	502
15	B	1617991281.470892000	6	0x071f	84.3.251.18	84.3.251.101	502	51527
16	A	1617991281.572544000	6	0x011b	84.3.251.101	84.3.251.18	36573	502
16	B	1617991281.580875000	6	0x071f	84.3.251.18	84.3.251.101	502	36573
22	A	1617991282.881446000	6	0x011b	84.3.251.101	84.3.251.18	46873	502
22	B	1617991282.890853000	6	0x071f	84.3.251.18	84.3.251.101	502	46873
23	A	1617991282.994784000	6	0x011b	84.3.251.101	84.3.251.18	39327	502
23	B	1617991283.000915000	6	0x071f	84.3.251.18	84.3.251.101	502	39327
24	A	1617991283.109133000	6	0x011b	84.3.251.101	84.3.251.18	36657	502
24	B	1617991283.120768000	6	0x071f	84.3.251.18	84.3.251.101	502	36657
28	A	1617991285.451335000	6	0x011b	84.3.251.101	84.3.251.18	34173	502
28	B	1617991285.460808000	6	0x071f	84.3.251.18	84.3.251.101	502	34173
29	A	1617991285.572671000	6	0x011b	84.3.251.101	84.3.251.18	50629	502
29	B	1617991285.580751000	6	0x071f	84.3.251.18	84.3.251.101	502	50629
30	A	1617991285.688534000	6	0x011b	84.3.251.101	84.3.251.18	54007	502
30	B	1617991285.700711000	6	0x071f	84.3.251.18	84.3.251.101	502	54007
37	A	1617991286.986998000	6	0x011b	84.3.251.101	84.3.251.18	58297	502
37	B	1617991287.000737000	6	0x071f	84.3.251.18	84.3.251.101	502	58297
38	A	1617991287.102893000	6	0x011b	84.3.251.101	84.3.251.18	34219	502
38	B	1617991287.110727000	6	0x071f	84.3.251.18	84.3.251.101	502	34219
39	A	1617991287.213337000	6	0x011b	84.3.251.101	84.3.251.18	41789	502
39	B	1617991287.220738000	6	0x071f	84.3.251.18	84.3.251.101	502	41789
43	A	1617991288.492409000	6	0x011b	84.3.251.101	84.3.251.18	43513	502
43	B	1617991288.500771000	6	0x071f	84.3.251.18	84.3.251.101	502	43513
44	A	1617991288.609488000	6	0x011b	84.3.251.101	84.3.251.18	38775	502
44	B	1617991288.620680000	6	0x071f	84.3.251.18	84.3.251.101	502	38775
45	A	1617991288.730534000	6	0x011b	84.3.251.101	84.3.251.18	50321	502
45	B	1617991288.740543000	6	0x071f	84.3.251.18	84.3.251.101	502	50321
1	A	1617991279.071518000	6	0x011b	84.3.251.105	84.3.251.103	33991	502
1	B	1617991279.076616000	6	0x031b	84.3.251.103	84.3.251.105	502	33991
2	A	1617991279.527754000	6	0x011b	84.3.251.104	84.3.251.102	37997	502
2	B	1617991279.532331000	6	0x031b	84.3.251.102	84.3.251.104	502	37997
3	A	1617991279.562652000	6	0x011b	84.3.251.102	84.3.251.101	41983	502
3	B	1617991279.567373000	6	0x031b	84.3.251.101	84.3.251.102	502	41983
18	A	1617991281.929944000	6	0x0006	84.3.251.103	84.3.251.102	57153	502
18	B	1617991281.949455000	6	0x0212	84.3.251.102	84.3.251.103	502	57153
34	A	1617991285.885894000	6	0x0006	84.3.251.103	84.3.251.102	43605	502
34	B	1617991285.899732000	6	0x0212	84.3.251.102	84.3.251.103	502	43605
51	A	1617991290.026261000	6	0x011b	84.3.251.101	84.3.251.18	34605	502
51	B	1617991290.040514000	6	0x071f	84.3.251.18	84.3.251.101	502	34605
10	A	1617991280.177770000	6	0x011b	84.3.251.105	84.3.251.103	54701	502
10	B	1617991280.182759000	6	0x031b	84.3.251.103	84.3.251.105	502	54701
52	A	1617991290.144625000	6	0x011b	84.3.251.101	84.3.251.18	37601	502
52	B	1617991290.150610000	6	0x071f	84.3.251.18	84.3.251.101	502	37601
11	A	1617991280.629075000	6	0x011b	84.3.251.104	84.3.251.102	41921	502
11	B	1617991280.634157000	6	0x031b	84.3.251.102	84.3.251.104	502	41921
53	A	1617991290.256920000	6	0x011b	84.3.251.101	84.3.251.18	35463	502
53	B	1617991290.270605000	6	0x071f	84.3.251.18	84.3.251.101	502	35463
12	A	1617991281.012728000	6	0x011b	84.3.251.102	84.3.251.101	39037	502
12	B	1617991281.017468000	6	0x031b	84.3.251.101	84.3.251.102	502	39037
13	A	1617991281.276538000	6	0x011b	84.3.251.105	84.3.251.103	40627	502
13	B	1617991281.281190000	6	0x031b	84.3.251.103	84.3.251.105	502	40627
17	A	1617991281.731330000	6	0x011b	84.3.251.104	84.3.251.102	56631	502
17	B	1617991281.735794000	6	0x031b	84.3.251.102	84.3.251.104	502	56631
58	A	1617991291.705363000	6	0x011b	84.3.251.101	84.3.251.18	55551	502
58	B	1617991291.720555000	6	0x071f	84.3.251.18	84.3.251.101	502	55551
61	A	1617991291.827337000	6	0x011b	84.3.251.101	84.3.251.18	41029	502
61	B	1617991291.840487000	6	0x071f	84.3.251.18	84.3.251.101	502	41029
19	A	1617991282.377348000	6	0x011b	84.3.251.105	84.3.251.103	38439	502
19	B	1617991282.381925000	6	0x031b	84.3.251.103	84.3.251.105	502	38439
20	A	1617991282.480708000	6	0x011b	84.3.251.102	84.3.251.101	41135	502
20	B	1617991282.485404000	6	0x031b	84.3.251.101	84.3.251.102	502	41135
63	A	1617991291.945799000	6	0x011b	84.3.251.101	84.3.251.18	46333	502
63	B	1617991291.960470000	6	0x071f	84.3.251.18	84.3.251.101	502	46333
21	A	1617991282.865935000	6	0x011b	84.3.251.104	84.3.251.102	34721	502
21	B	1617991282.870477000	6	0x031b	84.3.251.102	84.3.251.104	502	34721
67	A	1617991293.222933000	6	0x011b	84.3.251.101	84.3.251.18	33721	502
67	B	1617991293.230651000	6	0x071f	84.3.251.18	84.3.251.101	502	33721
68	A	1617991293.334358000	6	0x011b	84.3.251.101	84.3.251.18	50735	502
68	B	1617991293.340689000	6	0x071f	84.3.251.18	84.3.251.101	502	50735
70	A	1617991293.444258000	6	0x011b	84.3.251.101	84.3.251.18	51535	502
70	B	1617991293.450667000	6	0x071f	84.3.251.18	84.3.251.101	502	51535
25	A	1617991283.955617000	6	0x011b	84.3.251.102	84.3.251.101	37845	502
25	B	1617991283.960372000	6	0x031b	84.3.251.101	84.3.251.102	502	37845
26	A	1617991284.599141000	6	0x011b	84.3.251.104	84.3.251.102	52665	502
26	B	1617991284.603550000	6	0x031b	84.3.251.102	84.3.251.104	502	52665
27	A	1617991284.616286000	6	0x011b	84.3.251.105	84.3.251.103	53971	502
27	B	1617991284.620795000	6	0x031b	84.3.251.103	84.3.251.105	502	53971
7	A	1617991279.952854000	6	0x0006	84.3.251.103	84.3.251.102	47167	502
7	B	1617991279.956818000	6	0x0212	84.3.251.102	84.3.251.103	502	47167
74	A	1617991294.724584000	6	0x011b	84.3.251.101	84.3.251.18	48295	502
74	B	1617991294.740512000	6	0x071f	84.3.251.18	84.3.251.101	502	48295
77	A	1617991294.848952000	6	0x011b	84.3.251.102	84.3.251.101	51933	502
77	B	1617991294.855550000	6	0x031f	84.3.251.101	84.3.251.102	502	51933
76	A	1617991294.845191000	6	0x011b	84.3.251.101	84.3.251.18	42409	502
76	B	1617991294.860505000	6	0x071f	84.3.251.18	84.3.251.101	502	42409
78	A	1617991294.966369000	6	0x011b	84.3.251.101	84.3.251.18	48253	502
78	B	1617991294.980508000	6	0x071f	84.3.251.18	84.3.251.101	502	48253
31	A	1617991285.716170000	6	0x011b	84.3.251.104	84.3.251.102	38039	502
31	B	1617991285.720674000	6	0x031b	84.3.251.102	84.3.251.104	502	38039
32	A	1617991285.720633000	6	0x011b	84.3.251.105	84.3.251.103	52155	502
32	B	1617991285.724964000	6	0x031b	84.3.251.103	84.3.251.105	502	52155
33	A	1617991285.744821000	6	0x011b	84.3.251.102	84.3.251.101	33133	502
33	B	1617991285.749283000	6	0x031b	84.3.251.101	84.3.251.102	502	33133
82	A	1617991296.239259000	6	0x011b	84.3.251.101	84.3.251.18	40149	502
82	B	1617991296.250425000	6	0x071f	84.3.251.18	84.3.251.101	502	40149
85	A	1617991296.353790000	6	0x011b	84.3.251.101	84.3.251.18	58873	502
85	B	1617991296.360569000	6	0x071f	84.3.251.18	84.3.251.101	502	58873
35	A	1617991286.827645000	6	0x011b	84.3.251.105	84.3.251.103	38175	502
35	B	1617991286.832363000	6	0x031b	84.3.251.103	84.3.251.105	502	38175
36	A	1617991286.828416000	6	0x011b	84.3.251.104	84.3.251.102	34203	502
36	B	1617991286.836896000	6	0x031b	84.3.251.102	84.3.251.104	502	34203
87	A	1617991296.463238000	6	0x011b	84.3.251.101	84.3.251.18	39239	502
87	B	1617991296.470558000	6	0x071f	84.3.251.18	84.3.251.101	502	39239
40	A	1617991287.285708000	6	0x011b	84.3.251.102	84.3.251.101	42677	502
40	B	1617991287.290377000	6	0x031b	84.3.251.101	84.3.251.102	502	42677
91	A	1617991297.741367000	6	0x011b	84.3.251.101	84.3.251.18	37127	502
91	B	1617991297.750455000	6	0x071f	84.3.251.18	84.3.251.101	502	37127
92	A	1617991297.852158000	6	0x011b	84.3.251.101	84.3.251.18	33377	502
92	B	1617991297.860570000	6	0x071f	84.3.251.18	84.3.251.101	502	33377
41	A	1617991287.980619000	6	0x011b	84.3.251.104	84.3.251.102	57667	502
41	B	1617991287.985448000	6	0x031b	84.3.251.102	84.3.251.104	502	57667
42	A	1617991287.990292000	6	0x011b	84.3.251.105	84.3.251.103	54535	502
42	B	1617991287.994607000	6	0x031b	84.3.251.103	84.3.251.105	502	54535
94	A	1617991297.963256000	6	0x011b	84.3.251.101	84.3.251.18	57581	502
94	B	1617991297.970523000	6	0x071f	84.3.251.18	84.3.251.101	502	57581
46	A	1617991288.745657000	6	0x011b	84.3.251.102	84.3.251.101	57269	502
46	B	1617991288.749727000	6	0x031b	84.3.251.101	84.3.251.102	502	57269
47	A	1617991288.889206000	6	0x011b	84.3.251.103	84.3.251.102	40127	502
47	B	1617991288.907573000	6	0x031b	84.3.251.102	84.3.251.103	502	40127
48	A	1617991289.129196000	6	0x011b	84.3.251.105	84.3.251.103	54465	502
48	B	1617991289.134056000	6	0x031b	84.3.251.103	84.3.251.105	502	54465
49	A	1617991289.133034000	6	0x011b	84.3.251.104	84.3.251.102	60469	502
49	B	1617991289.138215000	6	0x031b	84.3.251.102	84.3.251.104	502	60469
98	A	1617991299.227413000	6	0x011b	84.3.251.101	84.3.251.18	53161	502
98	B	1617991299.240413000	6	0x071f	84.3.251.18	84.3.251.101	502	53161
99	A	1617991299.345084000	6	0x011b	84.3.251.101	84.3.251.18	45665	502
99	B	1617991299.360327000	6	0x071f	84.3.251.18	84.3.251.101	502	45665
102	A	1617991299.468386000	6	0x011b	84.3.251.101	84.3.251.18	40465	502
102	B	1617991299.480373000	6	0x071f	84.3.251.18	84.3.251.101	502	40465
50	A	1617991289.988129000	6	0x011b	84.3.251.103	84.3.251.102	56271	502
50	B	1617991290.003100000	6	0x031b	84.3.251.102	84.3.251.103	502	56271
54	A	1617991290.315927000	6	0x011b	84.3.251.102	84.3.251.101	59503	502
54	B	1617991290.320369000	6	0x031b	84.3.251.101	84.3.251.102	502	59503
55	A	1617991290.664244000	6	0x011b	84.3.251.105	84.3.251.103	35079	502
55	B	1617991290.668738000	6	0x031b	84.3.251.103	84.3.251.105	502	35079
56	A	1617991290.671715000	6	0x011b	84.3.251.104	84.3.251.102	35471	502
56	B	1617991290.676602000	6	0x031b	84.3.251.102	84.3.251.104	502	35471
106	A	1617991300.784782000	6	0x011b	84.3.251.101	84.3.251.18	54377	502
106	B	1617991300.790426000	6	0x071f	84.3.251.18	84.3.251.101	502	54377
109	A	1617991300.895284000	6	0x011b	84.3.251.101	84.3.251.18	35633	502
109	B	1617991300.910297000	6	0x071f	84.3.251.18	84.3.251.101	502	35633
110	A	1617991301.011626000	6	0x011b	84.3.251.101	84.3.251.18	37971	502
110	B	1617991301.020391000	6	0x071f	84.3.251.18	84.3.251.101	502	37971
59	A	1617991291.767090000	6	0x011b	84.3.251.105	84.3.251.103	37613	502
59	B	1617991291.771525000	6	0x031b	84.3.251.103	84.3.251.105	502	37613
60	A	1617991291.781820000	6	0x011b	84.3.251.104	84.3.251.102	39911	502
60	B	1617991291.791839000	6	0x031b	84.3.251.102	84.3.251.104	502	39911
57	A	1617991291.218717000	6	0x011b	84.3.251.103	84.3.251.102	45727	502
57	B	1617991291.577633000	6	0x031b	84.3.251.102	84.3.251.103	502	45727
62	A	1617991291.917774000	6	0x011b	84.3.251.102	84.3.251.101	55403	502
62	B	1617991291.922296000	6	0x031b	84.3.251.101	84.3.251.102	502	55403
115	A	1617991302.281135000	6	0x011b	84.3.251.101	84.3.251.18	38929	502
115	B	1617991302.290502000	6	0x071f	84.3.251.18	84.3.251.101	502	38929
116	A	1617991302.399135000	6	0x011b	84.3.251.101	84.3.251.18	35905	502
116	B	1617991302.410376000	6	0x071f	84.3.251.18	84.3.251.101	502	35905
117	A	1617991302.516272000	6	0x011b	84.3.251.101	84.3.251.18	59701	502
117	B	1617991302.530149000	6	0x071f	84.3.251.18	84.3.251.101	502	59701
64	A	1617991292.816491000	6	0x011b	84.3.251.103	84.3.251.102	48705	502
64	B	1617991292.831606000	6	0x031b	84.3.251.102	84.3.251.103	502	48705
65	A	1617991292.876729000	6	0x011b	84.3.251.105	84.3.251.103	56303	502
65	B	1617991292.881927000	6	0x031b	84.3.251.103	84.3.251.105	502	56303
66	A	1617991292.899985000	6	0x011b	84.3.251.104	84.3.251.102	57171	502
66	B	1617991292.904481000	6	0x031b	84.3.251.102	84.3.251.104	502	57171
69	A	1617991293.382436000	6	0x011b	84.3.251.102	84.3.251.101	54639	502
69	B	1617991293.386823000	6	0x031b	84.3.251.101	84.3.251.102	502	54639
71	A	1617991293.816235000	6	0x011b	84.3.251.103	84.3.251.102	33381	502
71	B	1617991293.831520000	6	0x031b	84.3.251.102	84.3.251.103	502	33381
