flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1617985549.764567000	6	0x011b	84.3.251.102	84.3.251.101	44303	502
4	B	1617985549.792316000	6	0x031b	84.3.251.101	84.3.251.102	502	44303
6	A	1617985551.290319000	6	0x011b	84.3.251.102	84.3.251.101	43013	502
6	B	1617985551.306541000	6	0x031b	84.3.251.101	84.3.251.102	502	43013
7	A	1617985553.244871000	6	0x011b	84.3.251.102	84.3.251.101	52565	502
7	B	1617985553.262108000	6	0x031b	84.3.251.101	84.3.251.102	502	52565
13	A	1617985572.803636000	6	0x0006	84.3.251.102	84.3.251.101	39775	502
13	B	1617985572.826022000	6	0x0212	84.3.251.101	84.3.251.102	502	39775
15	A	1617985577.385707000	6	0x0004	84.3.251.102	84.3.251.101	39775	502
12	A	1617985569.802585000	6	0x0006	84.3.251.102	84.3.251.101	54489	502
12	B	1617985569.820886000	6	0x0212	84.3.251.101	84.3.251.102	502	54489
10	A	1617985562.212871000	6	0x0006	84.3.251.102	84.3.251.101	45549	502
10	B	1617985562.241996000	6	0x0212	84.3.251.101	84.3.251.102	502	45549
11	A	1617985565.215737000	6	0x0006	84.3.251.102	84.3.251.101	40955	502
11	B	1617985565.236495000	6	0x0212	84.3.251.101	84.3.251.102	502	40955
8	A	1617985554.750946000	6	0x0006	84.3.251.102	84.3.251.101	37919	502
8	B	1617985554.769929000	6	0x0212	84.3.251.101	84.3.251.102	502	37919
14	A	1617985577.263963000	6	0x011b	84.3.251.102	84.3.251.101	37665	502
14	B	1617985577.594928000	6	0x031b	84.3.251.101	84.3.251.102	502	37665
16	A	1617985579.078791000	6	0x011b	84.3.251.102	84.3.251.101	49651	502
16	B	1617985579.384372000	6	0x031b	84.3.251.101	84.3.251.102	502	49651
9	A	1617985557.751912000	6	0x0006	84.3.251.102	84.3.251.101	58131	502
9	B	1617985557.768335000	6	0x0212	84.3.251.101	84.3.251.102	502	58131
17	A	1617985581.068375000	6	0x011b	84.3.251.102	84.3.251.101	37343	502
17	B	1617985581.084014000	6	0x031b	84.3.251.101	84.3.251.102	502	37343
18	A	1617985582.589840000	6	0x011b	84.3.251.102	84.3.251.101	49055	502
18	B	1617985582.603329000	6	0x031b	84.3.251.101	84.3.251.102	502	49055
