flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
1	A	1617991083.067530000	6	0x011b	84.3.251.101	84.3.251.18	46671	502
1	B	1617991083.076034000	6	0x071f	84.3.251.18	84.3.251.101	502	46671
9	A	1617991084.346183000	6	0x011b	84.3.251.101	84.3.251.18	35545	502
9	B	1617991084.355901000	6	0x071f	84.3.251.18	84.3.251.101	502	35545
10	A	1617991084.458167000	6	0x011b	84.3.251.101	84.3.251.18	50627	502
10	B	1617991084.466068000	6	0x071f	84.3.251.18	84.3.251.101	502	50627
11	A	1617991084.578189000	6	0x011b	84.3.251.101	84.3.251.18	42623	502
11	B	1617991084.585964000	6	0x071f	84.3.251.18	84.3.251.101	502	42623
17	A	1617991086.099112000	6	0x011b	84.3.251.101	84.3.251.18	39949	502
17	B	1617991086.105922000	6	0x071f	84.3.251.18	84.3.251.101	502	39949
20	A	1617991086.210905000	6	0x011b	84.3.251.101	84.3.251.18	35993	502
20	B	1617991086.225787000	6	0x071f	84.3.251.18	84.3.251.101	502	35993
21	A	1617991086.329200000	6	0x011b	84.3.251.101	84.3.251.18	43741	502
21	B	1617991086.335836000	6	0x071f	84.3.251.18	84.3.251.101	502	43741
26	A	1617991087.597398000	6	0x011b	84.3.251.101	84.3.251.18	57887	502
26	B	1617991087.605882000	6	0x071f	84.3.251.18	84.3.251.101	502	57887
27	A	1617991087.706759000	6	0x011b	84.3.251.101	84.3.251.18	45701	502
27	B	1617991087.716056000	6	0x071f	84.3.251.18	84.3.251.101	502	45701
28	A	1617991087.823105000	6	0x011b	84.3.251.101	84.3.251.18	57787	502
28	B	1617991087.835811000	6	0x071f	84.3.251.18	84.3.251.101	502	57787
33	A	1617991089.111229000	6	0x011b	84.3.251.101	84.3.251.18	41233	502
33	B	1617991089.125848000	6	0x071f	84.3.251.18	84.3.251.101	502	41233
34	A	1617991089.232785000	6	0x011b	84.3.251.101	84.3.251.18	48345	502
34	B	1617991089.245815000	6	0x071f	84.3.251.18	84.3.251.101	502	48345
35	A	1617991089.360905000	6	0x011b	84.3.251.101	84.3.251.18	60551	502
35	B	1617991089.375711000	6	0x071f	84.3.251.18	84.3.251.101	502	60551
43	A	1617991090.655447000	6	0x011b	84.3.251.101	84.3.251.18	51161	502
43	B	1617991090.665742000	6	0x071f	84.3.251.18	84.3.251.101	502	51161
44	A	1617991090.768874000	6	0x011b	84.3.251.101	84.3.251.18	39705	502
44	B	1617991090.775636000	6	0x071f	84.3.251.18	84.3.251.101	502	39705
45	A	1617991090.875832000	6	0x011b	84.3.251.101	84.3.251.18	47159	502
45	B	1617991090.885646000	6	0x071f	84.3.251.18	84.3.251.101	502	47159
50	A	1617991092.683591000	6	0x011b	84.3.251.101	84.3.251.18	59271	502
50	B	1617991092.695646000	6	0x071f	84.3.251.18	84.3.251.101	502	59271
51	A	1617991092.798150000	6	0x011b	84.3.251.101	84.3.251.18	34521	502
51	B	1617991092.805752000	6	0x071f	84.3.251.18	84.3.251.101	502	34521
2	A	1617991083.113341000	6	0x011b	84.3.251.102	84.3.251.101	32845	502
2	B	1617991083.118095000	6	0x031b	84.3.251.101	84.3.251.102	502	32845
52	A	1617991092.913062000	6	0x011b	84.3.251.101	84.3.251.18	45495	502
52	B	1617991092.925660000	6	0x071f	84.3.251.18	84.3.251.101	502	45495
7	A	1617991083.689943000	6	0x011b	84.3.251.105	84.3.251.103	45469	502
