flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1617990352.460688000	6	0x011b	84.3.251.101	84.3.251.18	49259	502
4	B	1617990352.474579000	6	0x071f	84.3.251.18	84.3.251.101	502	49259
8	A	1617990352.580127000	6	0x011b	84.3.251.101	84.3.251.18	52723	502
8	B	1617990352.624599000	6	0x071f	84.3.251.18	84.3.251.101	502	52723
10	A	1617990352.729237000	6	0x011b	84.3.251.101	84.3.251.18	37683	502
10	B	1617990352.744510000	6	0x071f	84.3.251.18	84.3.251.101	502	37683
15	A	1617990354.008478000	6	0x011b	84.3.251.101	84.3.251.18	35277	502
15	B	1617990354.014651000	6	0x071f	84.3.251.18	84.3.251.101	502	35277
16	A	1617990354.116737000	6	0x011b	84.3.251.101	84.3.251.18	42763	502
16	B	1617990354.124644000	6	0x071f	84.3.251.18	84.3.251.101	502	42763
17	A	1617990354.230414000	6	0x011b	84.3.251.101	84.3.251.18	60327	502
17	B	1617990354.244474000	6	0x071f	84.3.251.18	84.3.251.101	502	60327
24	A	1617990355.518367000	6	0x011b	84.3.251.101	84.3.251.18	37517	502
24	B	1617990355.524344000	6	0x071f	84.3.251.18	84.3.251.101	502	37517
25	A	1617990355.625035000	6	0x011b	84.3.251.101	84.3.251.18	42841	502
25	B	1617990355.634378000	6	0x071f	84.3.251.18	84.3.251.101	502	42841
26	A	1617990355.735029000	6	0x011b	84.3.251.101	84.3.251.18	58885	502
26	B	1617990355.744367000	6	0x071f	84.3.251.18	84.3.251.101	502	58885
32	A	1617990357.000423000	6	0x011b	84.3.251.101	84.3.251.18	48797	502
32	B	1617990357.014395000	6	0x071f	84.3.251.18	84.3.251.101	502	48797
33	A	1617990357.115261000	6	0x011b	84.3.251.101	84.3.251.18	43873	502
33	B	1617990357.124396000	6	0x071f	84.3.251.18	84.3.251.101	502	43873
34	A	1617990357.227766000	6	0x011b	84.3.251.101	84.3.251.18	45447	502
34	B	1617990357.234351000	6	0x071f	84.3.251.18	84.3.251.101	502	45447
39	A	1617990358.487376000	6	0x011b	84.3.251.101	84.3.251.18	49053	502
