flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
5	A	1618839532.266015000	6	0x0006	84.3.251.110	84.3.251.18	43215	502
5	B	1618839532.273567000	6	0x0212	84.3.251.18	84.3.251.110	502	43215
7	A	1618839532.844200000	6	0x011b	84.3.251.101	84.3.251.18	58023	502
7	B	1618839532.853361000	6	0x071f	84.3.251.18	84.3.251.101	502	58023
1	A	1618839532.108345000	6	0x011b	84.3.251.104	84.3.251.102	54577	502
1	B	1618839532.113027000	6	0x031b	84.3.251.102	84.3.251.104	502	54577
2	A	1618839532.206782000	6	0x011b	84.3.251.105	84.3.251.103	48227	502
2	B	1618839532.211330000	6	0x031b	84.3.251.103	84.3.251.105	502	48227
3	A	1618839532.249718000	0	0x0000	-	-	0	0
4	A	1618839532.263134000	0	0x0000	-	-	0	0
6	A	1618839532.839727000	6	0x011b	84.3.251.102	84.3.251.101	44817	502
6	B	1618839532.845155000	6	0x031b	84.3.251.101	84.3.251.102	502	44817
8	A	1618839532.954987000	6	0x011b	84.3.251.101	84.3.251.18	58843	502
8	B	1618839532.963663000	6	0x071f	84.3.251.18	84.3.251.101	502	58843
