flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
2	A	1617986632.107869000	6	0x011b	84.3.251.101	84.3.251.18	55663	502
2	B	1617986632.120693000	6	0x071f	84.3.251.18	84.3.251.101	502	55663
7	A	1617986632.229264000	6	0x011b	84.3.251.101	84.3.251.18	58315	502
7	B	1617986632.240688000	6	0x071f	84.3.251.18	84.3.251.101	502	58315
13	A	1617986633.513251000	6	0x011b	84.3.251.101	84.3.251.18	57721	502
13	B	1617986633.520831000	6	0x071f	84.3.251.18	84.3.251.101	502	57721
14	A	1617986633.622433000	6	0x011b	84.3.251.101	84.3.251.18	38141	502
14	B	1617986633.630882000	6	0x071f	84.3.251.18	84.3.251.101	502	38141
16	A	1617986633.731998000	6	0x011b	84.3.251.101	84.3.251.18	39561	502
16	B	1617986633.740805000	6	0x071f	84.3.251.18	84.3.251.101	502	39561
20	A	1617986635.071006000	6	0x011b	84.3.251.101	84.3.251.18	53137	502
20	B	1617986635.080740000	6	0x071f	84.3.251.18	84.3.251.101	502	53137
21	A	1617986635.183514000	6	0x011b	84.3.251.101	84.3.251.18	48031	502
21	B	1617986635.190773000	6	0x071f	84.3.251.18	84.3.251.101	502	48031
22	A	1617986635.298053000	6	0x011b	84.3.251.101	84.3.251.18	42317	502
22	B	1617986635.310604000	6	0x071f	84.3.251.18	84.3.251.101	502	42317
28	A	1617986636.605897000	6	0x011b	84.3.251.101	84.3.251.18	46283	502
28	B	1617986636.620769000	6	0x071f	84.3.251.18	84.3.251.101	502	46283
29	A	1617986636.725904000	6	0x011b	84.3.251.101	84.3.251.18	53741	502
29	B	1617986636.740721000	6	0x071f	84.3.251.18	84.3.251.101	502	53741
30	A	1617986636.851014000	6	0x011b	84.3.251.101	84.3.251.18	48793	502
30	B	1617986636.860595000	6	0x071f	84.3.251.18	84.3.251.101	502	48793
35	A	1617986638.082757000	6	0x011b	84.3.251.104	84.3.251.102	59813	502
35	B	1617986638.088183000	6	0x031f	84.3.251.102	84.3.251.104	502	59813
36	A	1617986638.133945000	6	0x011b	84.3.251.101	84.3.251.18	40689	502
36	B	1617986638.140671000	6	0x071f	84.3.251.18	84.3.251.101	502	40689
37	A	1617986638.244190000	6	0x011b	84.3.251.101	84.3.251.18	58457	502
37	B	1617986638.250639000	6	0x071f	84.3.251.18	84.3.251.101	502	58457
38	A	1617986638.351708000	6	0x011b	84.3.251.101	84.3.251.18	59331	502
38	B	1617986638.360715000	6	0x071f	84.3.251.18	84.3.251.101	502	59331
43	A	1617986639.624484000	6	0x011b	84.3.251.101	84.3.251.18	59399	502
43	B	1617986639.630662000	6	0x071f	84.3.251.18	84.3.251.101	502	59399
44	A	1617986639.733164000	6	0x011b	84.3.251.101	84.3.251.18	54797	502
44	B	1617986639.740732000	6	0x071f	84.3.251.18	84.3.251.101	502	54797
45	A	1617986639.841867000	6	0x011b	84.3.251.101	84.3.251.18	53213	502
45	B	1617986639.850709000	6	0x071f	84.3.251.18	84.3.251.101	502	53213
48	A	1617986641.126828000	6	0x011b	84.3.251.101	84.3.251.18	54015	502
48	B	1617986641.140492000	6	0x071f	84.3.251.18	84.3.251.101	502	54015
50	A	1617986641.243870000	6	0x011b	84.3.251.101	84.3.251.18	47941	502
50	B	1617986641.250633000	6	0x071f	84.3.251.18	84.3.251.101	502	47941
51	A	1617986641.358746000	6	0x011b	84.3.251.101	84.3.251.18	49971	502
51	B	1617986641.370572000	6	0x071f	84.3.251.18	84.3.251.101	502	49971
1	A	1617986632.091340000	6	0x011b	84.3.251.102	84.3.251.101	34951	502
1	B	1617986632.096041000	6	0x031b	84.3.251.101	84.3.251.102	502	34951
6	A	1617986632.198297000	6	0x011b	84.3.251.105	84.3.251.103	56227	502
6	B	1617986632.214181000	6	0x031b	84.3.251.103	84.3.251.105	502	56227
8	A	1617986632.276828000	6	0x011b	84.3.251.104	84.3.251.102	42791	502
8	B	1617986632.281281000	6	0x031b	84.3.251.102	84.3.251.104	502	42791
9	A	1617986632.553213000	6	0x011b	84.3.251.103	84.3.251.102	50759	502
9	B	1617986632.572132000	6	0x031b	84.3.251.102	84.3.251.103	502	50759
42	A	1617986639.471929000	6	0x0006	84.3.251.103	84.3.251.102	34075	502
42	B	1617986639.495843000	6	0x0212	84.3.251.102	84.3.251.103	502	34075
56	A	1617986642.646373000	6	0x011b	84.3.251.101	84.3.251.18	51463	502
56	B	1617986642.660638000	6	0x071f	84.3.251.18	84.3.251.101	502	51463
57	A	1617986642.760911000	6	0x011b	84.3.251.101	84.3.251.18	59359	502
57	B	1617986642.770476000	6	0x071f	84.3.251.18	84.3.251.101	502	59359
58	A	1617986642.873906000	6	0x011b	84.3.251.101	84.3.251.18	41759	502
58	B	1617986642.880582000	6	0x071f	84.3.251.18	84.3.251.101	502	41759
11	A	1617986633.315549000	6	0x011b	84.3.251.105	84.3.251.103	52615	502
11	B	1617986633.320430000	6	0x031b	84.3.251.103	84.3.251.105	502	52615
12	A	1617986633.380236000	6	0x011b	84.3.251.104	84.3.251.102	49411	502
12	B	1617986633.384694000	6	0x031b	84.3.251.102	84.3.251.104	502	49411
27	A	1617986636.469116000	6	0x0006	84.3.251.103	84.3.251.102	42289	502
27	B	1617986636.481676000	6	0x0212	84.3.251.102	84.3.251.103	502	42289
15	A	1617986633.667823000	6	0x011b	84.3.251.103	84.3.251.102	60267	502
15	B	1617986633.688299000	6	0x031b	84.3.251.102	84.3.251.103	502	60267
17	A	1617986633.827931000	6	0x011b	84.3.251.102	84.3.251.101	60851	502
17	B	1617986633.832263000	6	0x031b	84.3.251.101	84.3.251.102	502	60851
63	A	1617986644.150287000	6	0x011b	84.3.251.101	84.3.251.18	42497	502
63	B	1617986644.160435000	6	0x071f	84.3.251.18	84.3.251.101	502	42497
64	A	1617986644.260403000	6	0x011b	84.3.251.101	84.3.251.18	60945	502
64	B	1617986644.270457000	6	0x071f	84.3.251.18	84.3.251.101	502	60945
18	A	1617986634.647658000	6	0x011b	84.3.251.105	84.3.251.103	58945	502
18	B	1617986634.653454000	6	0x031b	84.3.251.103	84.3.251.105	502	58945
19	A	1617986634.668132000	6	0x011b	84.3.251.104	84.3.251.102	35669	502
19	B	1617986634.672860000	6	0x031b	84.3.251.102	84.3.251.104	502	35669
65	A	1617986644.384396000	6	0x011b	84.3.251.101	84.3.251.18	48139	502
65	B	1617986644.400459000	6	0x071f	84.3.251.18	84.3.251.101	502	48139
23	A	1617986635.310603000	6	0x011b	84.3.251.103	84.3.251.102	46925	502
23	B	1617986635.336184000	6	0x031b	84.3.251.102	84.3.251.103	502	46925
24	A	1617986635.802010000	6	0x011b	84.3.251.104	84.3.251.102	34813	502
24	B	1617986635.806557000	6	0x031b	84.3.251.102	84.3.251.104	502	34813
70	A	1617986645.670903000	6	0x011b	84.3.251.101	84.3.251.18	51035	502
70	B	1617986645.680647000	6	0x071f	84.3.251.18	84.3.251.101	502	51035
25	A	1617986635.812841000	6	0x011b	84.3.251.105	84.3.251.103	51787	502
25	B	1617986635.817371000	6	0x031b	84.3.251.103	84.3.251.105	502	51787
71	A	1617986645.787273000	6	0x011b	84.3.251.101	84.3.251.18	36123	502
71	B	1617986645.800465000	6	0x071f	84.3.251.18	84.3.251.101	502	36123
26	A	1617986636.031885000	6	0x011b	84.3.251.102	84.3.251.101	44791	502
26	B	1617986636.036806000	6	0x031b	84.3.251.101	84.3.251.102	502	44791
72	A	1617986645.906751000	6	0x011b	84.3.251.101	84.3.251.18	45423	502
72	B	1617986645.920380000	6	0x071f	84.3.251.18	84.3.251.101	502	45423
31	A	1617986636.935203000	6	0x011b	84.3.251.104	84.3.251.102	34245	502
31	B	1617986636.939788000	6	0x031b	84.3.251.102	84.3.251.104	502	34245
32	A	1617986636.945501000	6	0x011b	84.3.251.105	84.3.251.103	49689	502
32	B	1617986636.950710000	6	0x031b	84.3.251.103	84.3.251.105	502	49689
79	A	1617986647.258199000	6	0x011b	84.3.251.101	84.3.251.18	52179	502
79	B	1617986647.270414000	6	0x071f	84.3.251.18	84.3.251.101	502	52179
81	A	1617986647.371943000	6	0x011b	84.3.251.101	84.3.251.18	54787	502
