flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
7	A	1617987485.656407000	6	0x011b	84.3.251.101	84.3.251.18	50873	502
7	B	1617987485.678799000	6	0x071f	84.3.251.18	84.3.251.101	502	50873
8	A	1617987485.787300000	6	0x011b	84.3.251.101	84.3.251.18	53379	502
8	B	1617987485.798891000	6	0x071f	84.3.251.18	84.3.251.101	502	53379
9	A	1617987485.905576000	6	0x011b	84.3.251.101	84.3.251.18	35677	502
9	B	1617987485.918857000	6	0x071f	84.3.251.18	84.3.251.101	502	35677
15	A	1617987487.265219000	6	0x011b	84.3.251.101	84.3.251.18	47587	502
15	B	1617987487.278873000	6	0x071f	84.3.251.18	84.3.251.101	502	47587
16	A	1617987487.390047000	6	0x011b	84.3.251.101	84.3.251.18	59023	502
16	B	1617987487.398954000	6	0x071f	84.3.251.18	84.3.251.101	502	59023
18	A	1617987487.502939000	6	0x011b	84.3.251.101	84.3.251.18	39095	502
18	B	1617987487.508900000	6	0x071f	84.3.251.18	84.3.251.101	502	39095
23	A	1617987488.775802000	6	0x011b	84.3.251.101	84.3.251.18	46381	502
23	B	1617987488.788795000	6	0x071f	84.3.251.18	84.3.251.101	502	46381
24	A	1617987488.889012000	6	0x011b	84.3.251.101	84.3.251.18	38995	502
24	B	1617987488.898799000	6	0x071f	84.3.251.18	84.3.251.101	502	38995
26	A	1617987489.004319000	6	0x011b	84.3.251.101	84.3.251.18	37305	502
26	B	1617987489.018786000	6	0x071f	84.3.251.18	84.3.251.101	502	37305
31	A	1617987490.292608000	6	0x011b	84.3.251.101	84.3.251.18	40117	502
31	B	1617987490.298906000	6	0x071f	84.3.251.18	84.3.251.101	502	40117
32	A	1617987490.401999000	6	0x011b	84.3.251.101	84.3.251.18	57287	502
32	B	1617987490.408861000	6	0x071f	84.3.251.18	84.3.251.101	502	57287
33	A	1617987490.514680000	6	0x011b	84.3.251.101	84.3.251.18	34621	502
33	B	1617987490.528775000	6	0x071f	84.3.251.18	84.3.251.101	502	34621
38	A	1617987491.783104000	6	0x011b	84.3.251.101	84.3.251.18	36757	502
38	B	1617987491.798772000	6	0x071f	84.3.251.18	84.3.251.101	502	36757
39	A	1617987491.902006000	6	0x011b	84.3.251.101	84.3.251.18	45833	502
39	B	1617987491.908915000	6	0x071f	84.3.251.18	84.3.251.101	502	45833
41	A	1617987492.009743000	6	0x011b	84.3.251.101	84.3.251.18	44107	502
41	B	1617987492.018882000	6	0x071f	84.3.251.18	84.3.251.101	502	44107
45	A	1617987493.276689000	6	0x011b	84.3.251.101	84.3.251.18	53785	502
45	B	1617987493.288675000	6	0x071f	84.3.251.18	84.3.251.101	502	53785
46	A	1617987493.392160000	6	0x011b	84.3.251.101	84.3.251.18	37473	502
46	B	1617987493.398775000	6	0x071f	84.3.251.18	84.3.251.101	502	37473
47	A	1617987493.499828000	6	0x011b	84.3.251.101	84.3.251.18	54535	502
47	B	1617987493.508761000	6	0x071f	84.3.251.18	84.3.251.101	502	54535
52	A	1617987494.867345000	6	0x011b	84.3.251.101	84.3.251.18	52401	502
52	B	1617987494.878644000	6	0x071f	84.3.251.18	84.3.251.101	502	52401
53	A	1617987494.979327000	6	0x011b	84.3.251.101	84.3.251.18	47979	502
53	B	1617987494.988663000	6	0x071f	84.3.251.18	84.3.251.101	502	47979
1	A	1617987485.531114000	6	0x011b	84.3.251.102	84.3.251.101	59785	502
1	B	1617987485.535447000	6	0x031b	84.3.251.101	84.3.251.102	502	59785
2	A	1617987485.563043000	6	0x011b	84.3.251.103	84.3.251.102	43753	502
2	B	1617987485.567599000	6	0x031b	84.3.251.102	84.3.251.103	502	43753
54	A	1617987495.089172000	6	0x011b	84.3.251.101	84.3.251.18	45903	502
54	B	1617987495.098695000	6	0x071f	84.3.251.18	84.3.251.101	502	45903
3	A	1617987485.636997000	6	0x011b	84.3.251.105	84.3.251.103	55215	502
3	B	1617987485.641391000	6	0x031b	84.3.251.103	84.3.251.105	502	55215
10	A	1617987485.934715000	6	0x011b	84.3.251.104	84.3.251.102	55229	502
10	B	1617987485.953277000	6	0x031b	84.3.251.102	84.3.251.104	502	55229
12	A	1617987486.543561000	6	0x011b	84.3.251.103	84.3.251.102	41907	502
12	B	1617987486.548876000	6	0x031b	84.3.251.102	84.3.251.103	502	41907
13	A	1617987486.742309000	6	0x011b	84.3.251.105	84.3.251.103	50301	502
13	B	1617987486.746944000	6	0x031b	84.3.251.103	84.3.251.105	502	50301
58	A	1617987496.696937000	6	0x011b	84.3.251.101	84.3.251.18	47455	502
58	B	1617987496.708570000	6	0x071f	84.3.251.18	84.3.251.101	502	47455
60	A	1617987496.812261000	6	0x011b	84.3.251.101	84.3.251.18	59497	502
60	B	1617987496.818736000	6	0x071f	84.3.251.18	84.3.251.101	502	59497
14	A	1617987487.081210000	6	0x011b	84.3.251.104	84.3.251.102	37395	502
14	B	1617987487.098159000	6	0x031b	84.3.251.102	84.3.251.104	502	37395
61	A	1617987496.929792000	6	0x011b	84.3.251.101	84.3.251.18	38147	502
61	B	1617987496.938763000	6	0x071f	84.3.251.18	84.3.251.101	502	38147
17	A	1617987487.403453000	6	0x011b	84.3.251.102	84.3.251.101	50345	502
17	B	1617987487.407955000	6	0x031b	84.3.251.101	84.3.251.102	502	50345
19	A	1617987487.522649000	6	0x011b	84.3.251.103	84.3.251.102	60911	502
19	B	1617987487.527021000	6	0x031b	84.3.251.102	84.3.251.103	502	60911
20	A	1617987487.847755000	6	0x011b	84.3.251.105	84.3.251.103	47943	502
20	B	1617987487.852289000	6	0x031b	84.3.251.103	84.3.251.105	502	47943
21	A	1617987488.229469000	6	0x011b	84.3.251.104	84.3.251.102	55841	502
21	B	1617987488.241753000	6	0x031b	84.3.251.102	84.3.251.104	502	55841
66	A	1617987498.212793000	6	0x011b	84.3.251.101	84.3.251.18	50865	502
66	B	1617987498.228779000	6	0x071f	84.3.251.18	84.3.251.101	502	50865
67	A	1617987498.338265000	6	0x011b	84.3.251.101	84.3.251.18	53599	502
67	B	1617987498.348596000	6	0x071f	84.3.251.18	84.3.251.101	502	53599
22	A	1617987488.558856000	6	0x011b	84.3.251.103	84.3.251.102	34905	502
22	B	1617987488.563335000	6	0x031b	84.3.251.102	84.3.251.103	502	34905
69	A	1617987498.450952000	6	0x011b	84.3.251.101	84.3.251.18	45407	502
69	B	1617987498.458713000	6	0x071f	84.3.251.18	84.3.251.101	502	45407
25	A	1617987488.946489000	6	0x011b	84.3.251.105	84.3.251.103	41349	502
25	B	1617987488.951073000	6	0x031b	84.3.251.103	84.3.251.105	502	41349
27	A	1617987489.160370000	6	0x011b	84.3.251.102	84.3.251.101	59813	502
27	B	1617987489.164812000	6	0x031b	84.3.251.101	84.3.251.102	502	59813
29	A	1617987489.690710000	6	0x011b	84.3.251.103	84.3.251.102	50511	502
29	B	1617987489.695258000	6	0x031b	84.3.251.102	84.3.251.103	502	50511
73	A	1617987499.716197000	6	0x011b	84.3.251.101	84.3.251.18	57933	502
73	B	1617987499.728472000	6	0x071f	84.3.251.18	84.3.251.101	502	57933
74	A	1617987499.829234000	6	0x011b	84.3.251.101	84.3.251.18	49803	502
74	B	1617987499.838586000	6	0x071f	84.3.251.18	84.3.251.101	502	49803
30	A	1617987490.105812000	6	0x011b	84.3.251.105	84.3.251.103	44525	502
30	B	1617987490.110755000	6	0x031b	84.3.251.103	84.3.251.105	502	44525
75	A	1617987499.938682000	6	0x011b	84.3.251.101	84.3.251.18	51975	502
75	B	1617987499.948507000	6	0x071f	84.3.251.18	84.3.251.101	502	51975
35	A	1617987490.785087000	6	0x011b	84.3.251.103	84.3.251.102	34713	502
35	B	1617987490.789663000	6	0x031b	84.3.251.102	84.3.251.103	502	34713
36	A	1617987490.803599000	6	0x011b	84.3.251.102	84.3.251.101	37385	502
36	B	1617987490.807968000	6	0x031b	84.3.251.101	84.3.251.102	502	37385
80	A	1617987501.208196000	6	0x011b	84.3.251.101	84.3.251.18	36873	502
80	B	1617987501.218541000	6	0x071f	84.3.251.18	84.3.251.101	502	36873
37	A	1617987491.388985000	6	0x011b	84.3.251.105	84.3.251.103	34527	502
37	B	1617987491.393700000	6	0x031b	84.3.251.103	84.3.251.105	502	34527
81	A	1617987501.320912000	6	0x011b	84.3.251.101	84.3.251.18	49567	502
81	B	1617987501.328712000	6	0x071f	84.3.251.18	84.3.251.101	502	49567
82	A	1617987501.432530000	6	0x011b	84.3.251.101	84.3.251.18	47969	502
82	B	1617987501.438680000	6	0x071f	84.3.251.18	84.3.251.101	502	47969
40	A	1617987491.967387000	6	0x011b	84.3.251.103	84.3.251.102	35141	502
40	B	1617987491.971794000	6	0x031b	84.3.251.102	84.3.251.103	502	35141
42	A	1617987492.476245000	6	0x011b	84.3.251.102	84.3.251.101	54473	502
42	B	1617987492.481109000	6	0x031b	84.3.251.101	84.3.251.102	502	54473
43	A	1617987492.583332000	6	0x011b	84.3.251.105	84.3.251.103	41733	502
43	B	1617987492.588233000	6	0x031b	84.3.251.103	84.3.251.105	502	41733
86	A	1617987502.718434000	6	0x011b	84.3.251.101	84.3.251.18	44439	502
86	B	1617987502.728793000	6	0x071f	84.3.251.18	84.3.251.101	502	44439
87	A	1617987502.834368000	6	0x011b	84.3.251.101	84.3.251.18	49941	502
87	B	1617987502.848409000	6	0x071f	84.3.251.18	84.3.251.101	502	49941
89	A	1617987502.954840000	6	0x011b	84.3.251.101	84.3.251.18	38099	502
89	B	1617987502.968435000	6	0x071f	84.3.251.18	84.3.251.101	502	38099
44	A	1617987493.160942000	6	0x011b	84.3.251.103	84.3.251.102	42853	502
44	B	1617987493.166530000	6	0x031b	84.3.251.102	84.3.251.103	502	42853
49	A	1617987493.702777000	6	0x011b	84.3.251.105	84.3.251.103	50951	502
49	B	1617987493.707958000	6	0x031b	84.3.251.103	84.3.251.105	502	50951
50	A	1617987494.116859000	6	0x011b	84.3.251.102	84.3.251.101	47949	502
50	B	1617987494.122709000	6	0x031b	84.3.251.101	84.3.251.102	502	47949
51	A	1617987494.304284000	6	0x011b	84.3.251.103	84.3.251.102	48453	502
51	B	1617987494.308787000	6	0x031b	84.3.251.102	84.3.251.103	502	48453
92	A	1617987504.225024000	6	0x011b	84.3.251.101	84.3.251.18	40379	502
92	B	1617987504.238380000	6	0x071f	84.3.251.18	84.3.251.101	502	40379
94	A	1617987504.342789000	6	0x011b	84.3.251.101	84.3.251.18	43639	502
94	B	1617987504.348509000	6	0x071f	84.3.251.18	84.3.251.101	502	43639
95	A	1617987504.449227000	6	0x011b	84.3.251.101	84.3.251.18	54833	502
95	B	1617987504.458558000	6	0x071f	84.3.251.18	84.3.251.101	502	54833
55	A	1617987495.638019000	6	0x011b	84.3.251.105	84.3.251.103	46765	502
55	B	1617987495.642552000	6	0x031b	84.3.251.103	84.3.251.105	502	46765
56	A	1617987495.767530000	6	0x011b	84.3.251.102	84.3.251.101	38193	502
56	B	1617987495.772171000	6	0x031b	84.3.251.101	84.3.251.102	502	38193
