flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
7	A	1618839723.694711000	6	0x011b	84.3.251.101	84.3.251.18	36199	502
7	B	1618839723.701175000	6	0x071f	84.3.251.18	84.3.251.101	502	36199
9	A	1618839723.805827000	6	0x011b	84.3.251.101	84.3.251.18	49757	502
9	B	1618839723.821057000	6	0x071f	84.3.251.18	84.3.251.101	502	49757
1	A	1618839723.150058000	6	0x011b	84.3.251.105	84.3.251.103	46583	502
1	B	1618839723.155060000	6	0x031b	84.3.251.103	84.3.251.105	502	46583
2	A	1618839723.155495000	6	0x011b	84.3.251.104	84.3.251.102	54567	502
2	B	1618839723.163896000	6	0x031b	84.3.251.102	84.3.251.104	502	54567
3	A	1618839723.248931000	0	0x0000	-	-	0	0
4	A	1618839723.253481000	0	0x0000	-	-	0	0
5	A	1618839723.254939000	6	0x0800	84.3.251.110	84.3.251.103	44745	502
6	A	1618839723.349962000	6	0x0800	84.3.251.110	84.3.251.103	44746	502
8	A	1618839723.759588000	6	0x011b	84.3.251.103	84.3.251.102	37325	502
8	B	1618839723.763970000	6	0x031b	84.3.251.102	84.3.251.103	502	37325
10	A	1618839723.923698000	6	0x011b	84.3.251.101	84.3.251.18	45779	502
10	B	1618839723.931165000	6	0x071f	84.3.251.18	84.3.251.101	502	45779
