flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1617987640.434628000	6	0x011b	84.3.251.104	84.3.251.102	60837	502
4	B	1617987640.446275000	6	0x031b	84.3.251.102	84.3.251.104	502	60837
5	A	1617987642.700526000	6	0x011b	84.3.251.104	84.3.251.102	38315	502
5	B	1617987642.717886000	6	0x031b	84.3.251.102	84.3.251.104	502	38315
6	A	1617987643.859037000	6	0x011b	84.3.251.104	84.3.251.102	32813	502
6	B	1617987643.877947000	6	0x031b	84.3.251.102	84.3.251.104	502	32813
7	A	1617987645.127168000	6	0x011b	84.3.251.104	84.3.251.102	49077	502
7	B	1617987645.142101000	6	0x031b	84.3.251.102	84.3.251.104	502	49077
8	A	1617987646.391079000	6	0x011b	84.3.251.104	84.3.251.102	40647	502
8	B	1617987646.405698000	6	0x031b	84.3.251.102	84.3.251.104	502	40647
9	A	1617987647.706018000	6	0x011b	84.3.251.104	84.3.251.102	58845	502
9	B	1617987647.721535000	6	0x031b	84.3.251.102	84.3.251.104	502	58845
10	A	1617987648.981709000	6	0x011b	84.3.251.104	84.3.251.102	59777	502
10	B	1617987648.997830000	6	0x031b	84.3.251.102	84.3.251.104	502	59777
11	A	1617987650.357097000	6	0x011b	84.3.251.104	84.3.251.102	34467	502
11	B	1617987650.373621000	6	0x031b	84.3.251.102	84.3.251.104	502	34467
12	A	1617987651.578018000	6	0x011b	84.3.251.104	84.3.251.102	42593	502
12	B	1617987651.589601000	6	0x031b	84.3.251.102	84.3.251.104	502	42593
13	A	1617987652.813667000	6	0x011b	84.3.251.104	84.3.251.102	35831	502
13	B	1617987652.829694000	6	0x031b	84.3.251.102	84.3.251.104	502	35831
14	A	1617987654.125468000	6	0x011b	84.3.251.104	84.3.251.102	39247	502
14	B	1617987654.141495000	6	0x031b	84.3.251.102	84.3.251.104	502	39247
15	A	1617987655.362732000	6	0x011b	84.3.251.104	84.3.251.102	44847	502
15	B	1617987655.373636000	6	0x031b	84.3.251.102	84.3.251.104	502	44847
16	A	1617987656.726710000	6	0x011b	84.3.251.104	84.3.251.102	49279	502
16	B	1617987656.766339000	6	0x031b	84.3.251.102	84.3.251.104	502	49279
17	A	1617987658.083613000	6	0x011b	84.3.251.104	84.3.251.102	35563	502
17	B	1617987658.100237000	6	0x031b	84.3.251.102	84.3.251.104	502	35563
18	A	1617987659.334058000	6	0x011b	84.3.251.104	84.3.251.102	42451	502
18	B	1617987659.355036000	6	0x031b	84.3.251.102	84.3.251.104	502	42451
19	A	1617987660.729240000	6	0x011b	84.3.251.104	84.3.251.102	52993	502
19	B	1617987660.756700000	6	0x031b	84.3.251.102	84.3.251.104	502	52993
21	A	1617987664.928240000	6	0x011b	84.3.251.104	84.3.251.102	45431	502
21	B	1617987664.958642000	6	0x031b	84.3.251.102	84.3.251.104	502	45431
22	A	1617987666.113900000	6	0x011b	84.3.251.104	84.3.251.102	45241	502
22	B	1617987666.140242000	6	0x031b	84.3.251.102	84.3.251.104	502	45241
23	A	1617987667.611129000	6	0x011b	84.3.251.104	84.3.251.102	57117	502
23	B	1617987667.645892000	6	0x031b	84.3.251.102	84.3.251.104	502	57117
24	A	1617987668.806262000	6	0x011b	84.3.251.104	84.3.251.102	45855	502
24	B	1617987668.834662000	6	0x031b	84.3.251.102	84.3.251.104	502	45855
25	A	1617987670.009177000	6	0x011b	84.3.251.104	84.3.251.102	58773	502
25	B	1617987670.038781000	6	0x031b	84.3.251.102	84.3.251.104	502	58773
26	A	1617987671.428924000	6	0x011b	84.3.251.104	84.3.251.102	60167	502
26	B	1617987671.461366000	6	0x031b	84.3.251.102	84.3.251.104	502	60167
27	A	1617987672.603686000	6	0x011b	84.3.251.104	84.3.251.102	39835	502
27	B	1617987672.631962000	6	0x031b	84.3.251.102	84.3.251.104	502	39835
