flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1617987485.934715000	6	0x011b	84.3.251.104	84.3.251.102	55229	502
4	B	1617987485.953277000	6	0x031b	84.3.251.102	84.3.251.104	502	55229
6	A	1617987487.081210000	6	0x011b	84.3.251.104	84.3.251.102	37395	502
6	B	1617987487.098159000	6	0x031b	84.3.251.102	84.3.251.104	502	37395
7	A	1617987488.229469000	6	0x011b	84.3.251.104	84.3.251.102	55841	502
7	B	1617987488.241753000	6	0x031b	84.3.251.102	84.3.251.104	502	55841
13	A	1617987504.811566000	6	0x011b	84.3.251.104	84.3.251.102	45815	502
13	B	1617987504.835974000	6	0x031b	84.3.251.102	84.3.251.104	502	45815
8	A	1617987489.374738000	6	0x011b	84.3.251.104	84.3.251.102	36769	502
8	B	1617987489.396938000	6	0x031b	84.3.251.102	84.3.251.104	502	36769
14	A	1617987505.985829000	6	0x011b	84.3.251.104	84.3.251.102	60997	502
14	B	1617987506.008856000	6	0x031b	84.3.251.102	84.3.251.104	502	60997
15	A	1617987507.155823000	6	0x011b	84.3.251.104	84.3.251.102	38583	502
15	B	1617987507.182327000	6	0x031b	84.3.251.102	84.3.251.104	502	38583
16	A	1617987508.335089000	6	0x011b	84.3.251.104	84.3.251.102	33843	502
16	B	1617987508.370506000	6	0x031b	84.3.251.102	84.3.251.104	502	33843
17	A	1617987509.515678000	6	0x011b	84.3.251.104	84.3.251.102	33679	502
17	B	1617987509.710473000	6	0x031b	84.3.251.102	84.3.251.104	502	33679
18	A	1617987511.230247000	6	0x011b	84.3.251.104	84.3.251.102	55305	502
18	B	1617987511.248255000	6	0x031b	84.3.251.102	84.3.251.104	502	55305
19	A	1617987512.362951000	6	0x011b	84.3.251.104	84.3.251.102	57723	502
19	B	1617987512.432058000	6	0x031b	84.3.251.102	84.3.251.104	502	57723
20	A	1617987513.549782000	6	0x011b	84.3.251.104	84.3.251.102	39331	502
20	B	1617987513.576416000	6	0x031b	84.3.251.102	84.3.251.104	502	39331
21	A	1617987514.706796000	6	0x011b	84.3.251.104	84.3.251.102	40239	502
21	B	1617987514.721620000	6	0x031b	84.3.251.102	84.3.251.104	502	40239
22	A	1617987515.839632000	6	0x011b	84.3.251.104	84.3.251.102	33947	502
22	B	1617987515.858391000	6	0x031b	84.3.251.102	84.3.251.104	502	33947
23	A	1617987517.170798000	6	0x011b	84.3.251.104	84.3.251.102	55679	502
23	B	1617987517.186893000	6	0x031b	84.3.251.102	84.3.251.104	502	55679
24	A	1617987518.309052000	6	0x011b	84.3.251.104	84.3.251.102	45441	502
24	B	1617987518.321563000	6	0x031b	84.3.251.102	84.3.251.104	502	45441
25	A	1617987519.443989000	6	0x011b	84.3.251.104	84.3.251.102	38807	502
25	B	1617987519.457233000	6	0x031b	84.3.251.102	84.3.251.104	502	38807
26	A	1617987520.577241000	6	0x011b	84.3.251.104	84.3.251.102	35069	502
26	B	1617987520.593122000	6	0x031b	84.3.251.102	84.3.251.104	502	35069
27	A	1617987521.713261000	6	0x011b	84.3.251.104	84.3.251.102	36665	502
27	B	1617987521.728246000	6	0x031b	84.3.251.102	84.3.251.104	502	36665
28	A	1617987522.846453000	6	0x011b	84.3.251.104	84.3.251.102	35577	502
28	B	1617987522.864476000	6	0x031b	84.3.251.102	84.3.251.104	502	35577
29	A	1617987523.985376000	6	0x011b	84.3.251.104	84.3.251.102	53041	502
29	B	1617987524.010079000	6	0x031b	84.3.251.102	84.3.251.104	502	53041
30	A	1617987525.157908000	6	0x011b	84.3.251.104	84.3.251.102	38035	502
30	B	1617987525.191348000	6	0x031b	84.3.251.102	84.3.251.104	502	38035
31	A	1617987526.353054000	6	0x011b	84.3.251.104	84.3.251.102	51855	502
31	B	1617987526.372351000	6	0x031b	84.3.251.102	84.3.251.104	502	51855
32	A	1617987527.512763000	6	0x011b	84.3.251.104	84.3.251.102	37067	502
32	B	1617987527.539400000	6	0x031b	84.3.251.102	84.3.251.104	502	37067
33	A	1617987528.692061000	6	0x011b	84.3.251.104	84.3.251.102	44727	502
33	B	1617987528.719821000	6	0x031b	84.3.251.102	84.3.251.104	502	44727
34	A	1617987529.849400000	6	0x011b	84.3.251.104	84.3.251.102	34805	502
34	B	1617987529.874287000	6	0x031b	84.3.251.102	84.3.251.104	502	34805
35	A	1617987531.021948000	6	0x011b	84.3.251.104	84.3.251.102	53769	502
35	B	1617987531.055161000	6	0x031b	84.3.251.102	84.3.251.104	502	53769
36	A	1617987532.212840000	6	0x011b	84.3.251.104	84.3.251.102	56311	502
36	B	1617987532.239996000	6	0x031b	84.3.251.102	84.3.251.104	502	56311
37	A	1617987533.387166000	6	0x011b	84.3.251.104	84.3.251.102	47867	502
37	B	1617987533.409452000	6	0x031b	84.3.251.102	84.3.251.104	502	47867
38	A	1617987534.554978000	6	0x011b	84.3.251.104	84.3.251.102	44901	502
38	B	1617987534.576440000	6	0x031b	84.3.251.102	84.3.251.104	502	44901
39	A	1617987535.724804000	6	0x011b	84.3.251.104	84.3.251.102	33825	502
39	B	1617987535.757878000	6	0x031b	84.3.251.102	84.3.251.104	502	33825
40	A	1617987536.911977000	6	0x011b	84.3.251.104	84.3.251.102	47737	502
40	B	1617987536.944425000	6	0x031b	84.3.251.102	84.3.251.104	502	47737
41	A	1617987538.945967000	6	0x011b	84.3.251.104	84.3.251.102	54403	502
41	B	1617987538.971012000	6	0x031b	84.3.251.102	84.3.251.104	502	54403
42	A	1617987540.113862000	6	0x011b	84.3.251.104	84.3.251.102	53259	502
42	B	1617987540.143193000	6	0x031b	84.3.251.102	84.3.251.104	502	53259
43	A	1617987541.305786000	6	0x011b	84.3.251.104	84.3.251.102	60123	502
43	B	1617987541.331662000	6	0x031b	84.3.251.102	84.3.251.104	502	60123
44	A	1617987542.490195000	6	0x011b	84.3.251.104	84.3.251.102	55925	502
44	B	1617987542.522494000	6	0x031b	84.3.251.102	84.3.251.104	502	55925
45	A	1617987543.672330000	6	0x011b	84.3.251.104	84.3.251.102	46843	502
45	B	1617987543.712519000	6	0x031b	84.3.251.102	84.3.251.104	502	46843
46	A	1617987544.912806000	6	0x011b	84.3.251.104	84.3.251.102	48353	502
46	B	1617987544.944815000	6	0x031b	84.3.251.102	84.3.251.104	502	48353
47	A	1617987546.092542000	6	0x011b	84.3.251.104	84.3.251.102	37801	502
47	B	1617987546.119172000	6	0x031b	84.3.251.102	84.3.251.104	502	37801
48	A	1617987547.256350000	6	0x011b	84.3.251.104	84.3.251.102	53981	502
48	B	1617987547.285770000	6	0x031b	84.3.251.102	84.3.251.104	502	53981
49	A	1617987548.439714000	6	0x011b	84.3.251.104	84.3.251.102	41811	502
49	B	1617987548.458357000	6	0x031b	84.3.251.102	84.3.251.104	502	41811
50	A	1617987549.614909000	6	0x011b	84.3.251.104	84.3.251.102	38753	502
50	B	1617987549.647915000	6	0x031b	84.3.251.102	84.3.251.104	502	38753
51	A	1617987550.798156000	6	0x011b	84.3.251.104	84.3.251.102	36659	502
51	B	1617987550.837289000	6	0x031b	84.3.251.102	84.3.251.104	502	36659
52	A	1617987551.987833000	6	0x011b	84.3.251.104	84.3.251.102	47639	502
52	B	1617987552.019008000	6	0x031b	84.3.251.102	84.3.251.104	502	47639
53	A	1617987553.167251000	6	0x011b	84.3.251.104	84.3.251.102	50517	502
53	B	1617987553.192321000	6	0x031b	84.3.251.102	84.3.251.104	502	50517
54	A	1617987554.363430000	6	0x011b	84.3.251.104	84.3.251.102	49339	502
54	B	1617987554.381843000	6	0x031b	84.3.251.102	84.3.251.104	502	49339
55	A	1617987555.538850000	6	0x011b	84.3.251.104	84.3.251.102	45333	502
55	B	1617987555.722337000	6	0x031b	84.3.251.102	84.3.251.104	502	45333
56	A	1617987556.883977000	6	0x011b	84.3.251.104	84.3.251.102	38003	502
56	B	1617987556.914299000	6	0x031b	84.3.251.102	84.3.251.104	502	38003
57	A	1617987558.065345000	6	0x011b	84.3.251.104	84.3.251.102	47275	502
57	B	1617987558.435139000	6	0x031b	84.3.251.102	84.3.251.104	502	47275
58	A	1617987559.559560000	6	0x011b	84.3.251.104	84.3.251.102	53299	502
58	B	1617987559.594748000	6	0x031b	84.3.251.102	84.3.251.104	502	53299
1	A	1617987485.645535000	1	0x0000	84.3.251.102	84.3.251.104	0	0
1	B	1617987485.645940000	1	0x0000	84.3.251.104	84.3.251.102	0	0
5	A	1617987485.964250000	0	0x0000	-	-	0	0
9	A	1617987490.516740000	6	0x0002	84.3.251.104	84.3.251.102	47947	502
10	A	1617987493.517297000	6	0x0002	84.3.251.104	84.3.251.102	48843	502
11	A	1617987497.611168000	6	0x0002	84.3.251.104	84.3.251.102	48341	502
12	A	1617987500.614754000	6	0x0002	84.3.251.104	84.3.251.102	53369	502
2	A	1617987485.648725000	0	0x0000	-	-	0	0
2	B	1617987485.968525000	0	0x0000	-	-	0	0
3	A	1617987485.649264000	0	0x0000	-	-	0	0
3	B	1617987491.187190000	0	0x0000	-	-	0	0
59	A	1617987560.746686000	6	0x011b	84.3.251.104	84.3.251.102	35939	502
59	B	1617987560.768840000	6	0x031b	84.3.251.102	84.3.251.104	502	35939
60	A	1617987561.917940000	6	0x011b	84.3.251.104	84.3.251.102	34849	502
60	B	1617987561.949940000	6	0x031b	84.3.251.102	84.3.251.104	502	34849
61	A	1617987563.095091000	6	0x011b	84.3.251.104	84.3.251.102	50571	502
61	B	1617987563.124123000	6	0x031b	84.3.251.102	84.3.251.104	502	50571
62	A	1617987564.277052000	6	0x011b	84.3.251.104	84.3.251.102	40565	502
62	B	1617987564.300825000	6	0x031b	84.3.251.102	84.3.251.104	502	40565
63	A	1617987565.445031000	6	0x011b	84.3.251.104	84.3.251.102	43267	502
63	B	1617987565.484030000	6	0x031b	84.3.251.102	84.3.251.104	502	43267
64	A	1617987566.634170000	6	0x0002	84.3.251.104	84.3.251.102	53611	502
65	A	1617987569.637686000	6	0x011b	84.3.251.104	84.3.251.102	58351	502
65	B	1617987569.661006000	6	0x031b	84.3.251.102	84.3.251.104	502	58351
