flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1618841307.018076000	6	0x011b	84.3.251.103	84.3.251.102	35583	502
4	B	1618841307.049032000	6	0x031b	84.3.251.102	84.3.251.103	502	35583
5	A	1618841308.157071000	6	0x011b	84.3.251.103	84.3.251.102	33079	502
5	B	1618841308.186593000	6	0x031b	84.3.251.102	84.3.251.103	502	33079
8	A	1618841316.443373000	6	0x0006	84.3.251.103	84.3.251.102	49041	502
8	B	1618841316.453844000	6	0x0212	84.3.251.102	84.3.251.103	502	49041
6	A	1618841309.336667000	6	0x0006	84.3.251.103	84.3.251.102	57581	502
6	B	1618841309.357197000	6	0x0212	84.3.251.102	84.3.251.103	502	57581
7	A	1618841312.339576000	6	0x0006	84.3.251.103	84.3.251.102	44235	502
7	B	1618841312.356209000	6	0x0212	84.3.251.102	84.3.251.103	502	44235
9	A	1618841319.447122000	6	0x011b	84.3.251.103	84.3.251.102	41151	502
9	B	1618841319.462102000	6	0x031b	84.3.251.102	84.3.251.103	502	41151
10	A	1618841321.547770000	6	0x011b	84.3.251.103	84.3.251.102	60029	502
10	B	1618841321.566570000	6	0x031b	84.3.251.102	84.3.251.103	502	60029
11	A	1618841322.637612000	6	0x011b	84.3.251.103	84.3.251.102	43773	502
11	B	1618841322.655584000	6	0x031b	84.3.251.102	84.3.251.103	502	43773
12	A	1618841323.749005000	6	0x011b	84.3.251.103	84.3.251.102	56691	502
12	B	1618841323.766350000	6	0x031b	84.3.251.102	84.3.251.103	502	56691
13	A	1618841324.857737000	6	0x011b	84.3.251.103	84.3.251.102	43163	502
13	B	1618841324.870381000	6	0x031b	84.3.251.102	84.3.251.103	502	43163
14	A	1618841325.949377000	6	0x011b	84.3.251.103	84.3.251.102	41303	502
14	B	1618841325.968160000	6	0x031b	84.3.251.102	84.3.251.103	502	41303
15	A	1618841327.074267000	6	0x011b	84.3.251.103	84.3.251.102	51963	502
15	B	1618841327.086283000	6	0x031b	84.3.251.102	84.3.251.103	502	51963
16	A	1618841328.158247000	6	0x011b	84.3.251.103	84.3.251.102	34055	502
16	B	1618841328.174516000	6	0x031b	84.3.251.102	84.3.251.103	502	34055
17	A	1618841329.253537000	6	0x011b	84.3.251.103	84.3.251.102	37071	502
17	B	1618841329.271068000	6	0x031b	84.3.251.102	84.3.251.103	502	37071
18	A	1618841330.351585000	6	0x011b	84.3.251.103	84.3.251.102	52415	502
