flowInd	%dir	timeFirst	l4Proto	tcpFlags	srcIP	dstIP	srcPort	dstPort
4	A	1617986052.112864000	6	0x011b	84.3.251.101	84.3.251.18	38703	502
4	B	1617986052.165791000	6	0x071f	84.3.251.18	84.3.251.101	502	38703
6	A	1617986052.330212000	6	0x011b	84.3.251.101	84.3.251.18	41007	502
6	B	1617986052.365530000	6	0x071f	84.3.251.18	84.3.251.101	502	41007
7	A	1617986052.771245000	6	0x011b	84.3.251.101	84.3.251.18	56123	502
7	B	1617986052.805569000	6	0x071f	84.3.251.18	84.3.251.101	502	56123
9	A	1617986057.064275000	6	0x0006	84.3.251.101	84.3.251.18	49733	502
9	B	1617986057.095501000	6	0x0212	84.3.251.18	84.3.251.101	502	49733
10	A	1617986060.159979000	6	0x011b	84.3.251.101	84.3.251.18	59549	502
10	B	1617986060.335423000	6	0x071f	84.3.251.18	84.3.251.101	502	59549
11	A	1617986061.317545000	6	0x011b	84.3.251.101	84.3.251.18	50891	502
11	B	1617986061.345347000	6	0x071f	84.3.251.18	84.3.251.101	502	50891
12	A	1617986062.576511000	6	0x011b	84.3.251.101	84.3.251.18	54007	502
12	B	1617986062.735480000	6	0x071f	84.3.251.18	84.3.251.101	502	54007
13	A	1617986063.457627000	6	0x011b	84.3.251.101	84.3.251.18	56569	502
13	B	1617986063.585923000	6	0x071f	84.3.251.18	84.3.251.101	502	56569
14	A	1617986063.715503000	6	0x011b	84.3.251.101	84.3.251.18	57735	502
14	B	1617986063.735323000	6	0x071f	84.3.251.18	84.3.251.101	502	57735
8	A	1617986054.061198000	6	0x0006	84.3.251.101	84.3.251.18	59623	502
8	B	1617986054.085541000	6	0x0212	84.3.251.18	84.3.251.101	502	59623
15	A	1617986064.970274000	6	0x011b	84.3.251.101	84.3.251.18	55797	502
15	B	1617986064.985364000	6	0x071f	84.3.251.18	84.3.251.101	502	55797
16	A	1617986065.120424000	6	0x011b	84.3.251.101	84.3.251.18	41749	502
16	B	1617986065.145224000	6	0x071f	84.3.251.18	84.3.251.101	502	41749
17	A	1617986065.495031000	6	0x011b	84.3.251.101	84.3.251.18	46129	502
17	B	1617986065.515407000	6	0x071f	84.3.251.18	84.3.251.101	502	46129
18	A	1617986066.730487000	6	0x011b	84.3.251.101	84.3.251.18	39385	502
18	B	1617986066.745339000	6	0x071f	84.3.251.18	84.3.251.101	502	39385
19	A	1617986066.886383000	6	0x011b	84.3.251.101	84.3.251.18	60847	502
19	B	1617986066.905315000	6	0x071f	84.3.251.18	84.3.251.101	502	60847
20	A	1617986067.026530000	6	0x011b	84.3.251.101	84.3.251.18	47465	502
20	B	1617986067.045184000	6	0x071f	84.3.251.18	84.3.251.101	502	47465
21	A	1617986068.263021000	6	0x011b	84.3.251.101	84.3.251.18	37199	502
21	B	1617986068.285174000	6	0x071f	84.3.251.18	84.3.251.101	502	37199
22	A	1617986068.415796000	6	0x011b	84.3.251.101	84.3.251.18	37727	502
22	B	1617986068.435491000	6	0x071f	84.3.251.18	84.3.251.101	502	37727
23	A	1617986068.565903000	6	0x011b	84.3.251.101	84.3.251.18	60513	502
23	B	1617986068.585304000	6	0x071f	84.3.251.18	84.3.251.101	502	60513
24	A	1617986069.809402000	6	0x011b	84.3.251.101	84.3.251.18	41509	502
24	B	1617986069.835228000	6	0x071f	84.3.251.18	84.3.251.101	502	41509
25	A	1617986069.978890000	6	0x011b	84.3.251.101	84.3.251.18	47913	502
25	B	1617986069.995347000	6	0x071f	84.3.251.18	84.3.251.101	502	47913
26	A	1617986070.128141000	6	0x011b	84.3.251.101	84.3.251.18	56955	502
26	B	1617986070.145264000	6	0x071f	84.3.251.18	84.3.251.101	502	56955
27	A	1617986071.366063000	6	0x011b	84.3.251.101	84.3.251.18	37117	502
27	B	1617986071.385213000	6	0x071f	84.3.251.18	84.3.251.101	502	37117
28	A	1617986071.506960000	6	0x011b	84.3.251.101	84.3.251.18	42439	502
28	B	1617986071.525119000	6	0x071f	84.3.251.18	84.3.251.101	502	42439
29	A	1617986071.650399000	6	0x011b	84.3.251.101	84.3.251.18	38287	502
29	B	1617986071.675333000	6	0x071f	84.3.251.18	84.3.251.101	502	38287
30	A	1617986072.916835000	6	0x011b	84.3.251.101	84.3.251.18	51851	502
30	B	1617986072.935239000	6	0x071f	84.3.251.18	84.3.251.101	502	51851
31	A	1617986073.128720000	6	0x011b	84.3.251.101	84.3.251.18	46683	502
31	B	1617986073.165098000	6	0x071f	84.3.251.18	84.3.251.101	502	46683
32	A	1617986073.334723000	6	0x011b	84.3.251.101	84.3.251.18	49977	502
32	B	1617986073.365106000	6	0x071f	84.3.251.18	84.3.251.101	502	49977
33	A	1617986074.617541000	6	0x011b	84.3.251.101	84.3.251.18	55583	502
33	B	1617986074.655095000	6	0x071f	84.3.251.18	84.3.251.101	502	55583
34	A	1617986074.803441000	6	0x011b	84.3.251.101	84.3.251.18	40471	502
34	B	1617986074.835131000	6	0x071f	84.3.251.18	84.3.251.101	502	40471
35	A	1617986075.010490000	6	0x011b	84.3.251.101	84.3.251.18	58619	502
35	B	1617986075.025293000	6	0x071f	84.3.251.18	84.3.251.101	502	58619
36	A	1617986076.301379000	6	0x011b	84.3.251.101	84.3.251.18	39599	502
36	B	1617986076.325112000	6	0x071f	84.3.251.18	84.3.251.101	502	39599
37	A	1617986076.470406000	6	0x011b	84.3.251.101	84.3.251.18	41515	502
37	B	1617986076.504966000	6	0x071f	84.3.251.18	84.3.251.101	502	41515
38	A	1617986076.666406000	6	0x011b	84.3.251.101	84.3.251.18	48113	502
38	B	1617986076.694906000	6	0x071f	84.3.251.18	84.3.251.101	502	48113
39	A	1617986077.941655000	6	0x011b	84.3.251.101	84.3.251.18	60501	502
39	B	1617986077.975073000	6	0x071f	84.3.251.18	84.3.251.101	502	60501
40	A	1617986078.135669000	6	0x011b	84.3.251.101	84.3.251.18	56257	502
40	B	1617986078.164899000	6	0x071f	84.3.251.18	84.3.251.101	502	56257
41	A	1617986078.345544000	6	0x011b	84.3.251.101	84.3.251.18	51577	502
41	B	1617986078.384946000	6	0x071f	84.3.251.18	84.3.251.101	502	51577
42	A	1617986079.646941000	6	0x011b	84.3.251.101	84.3.251.18	42929	502
42	B	1617986079.685180000	6	0x071f	84.3.251.18	84.3.251.101	502	42929
43	A	1617986079.830073000	6	0x011b	84.3.251.101	84.3.251.18	52633	502
43	B	1617986079.855021000	6	0x071f	84.3.251.18	84.3.251.101	502	52633
44	A	1617986079.996527000	6	0x011b	84.3.251.101	84.3.251.18	60451	502
44	B	1617986080.025025000	6	0x071f	84.3.251.18	84.3.251.101	502	60451
45	A	1617986081.281735000	6	0x011b	84.3.251.101	84.3.251.18	36495	502
45	B	1617986081.314771000	6	0x071f	84.3.251.18	84.3.251.101	502	36495
46	A	1617986081.476353000	6	0x011b	84.3.251.101	84.3.251.18	41925	502
