date,time,devname,devid,srcip,dstip,severity,attack,msg,attackid,app,appid,sessionid,repeated,app-ctrl,service,type,subtype,eventtype,url
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Network.Service: Ping,,Ping,24466,77908,,,PING,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77910,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77912,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77918,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77920,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77922,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77922,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77922,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77922,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77922,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:47:24,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77922,,,MODBUS,utm,app-ctrl,signature,
