date,time,devname,devid,srcip,dstip,severity,attack,msg,attackid,app,appid,sessionid,repeated,app-ctrl,service,type,subtype,eventtype,url
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.104,,,Network.Service: Ping,,Ping,24466,77970,,,PING,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77972,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77974,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77976,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77978,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77980,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,77982,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77984,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77984,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77984,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77984,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Write.Single.Register,,Modbus_Write.Single.Register,25902,77984,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:48:28,FGDIT,FGVM02TM24011031,84.3.251.104,84.3.251.102,,,Operational.Technology: Modbus_Func06.Write.Single.Reg.Validation,,Modbus_Func06.Write.Single.Reg.Validation,48886,77984,,,MODBUS,utm,app-ctrl,signature,
