date,time,devname,devid,srcip,dstip,severity,attack,msg,attackid,app,appid,sessionid,repeated,app-ctrl,service,type,subtype,eventtype,url
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.101,84.3.251.102,,,Network.Service: Ping,,Ping,24466,77588,,,PING,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus,,Modbus,16938,77590,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus,,Modbus,16938,77598,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77600,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77600,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77600,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,77600,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:44:10,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.101,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,77600,,,MODBUS,utm,app-ctrl,signature,
