date,time,devname,devid,srcip,dstip,severity,attack,msg,attackid,app,appid,sessionid,repeated,app-ctrl,service,type,subtype,eventtype,url
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Network.Service: Ping,,Ping,24466,78040,,,PING,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78042,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78048,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78050,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78052,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78054,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78054,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:49:32,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78054,,,MODBUS,utm,app-ctrl,signature,
