date,time,devname,devid,srcip,dstip,severity,attack,msg,attackid,app,appid,sessionid,repeated,app-ctrl,service,type,subtype,eventtype,url
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78110,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.102,84.3.251.103,,,Network.Service: Ping,,Ping,24466,78112,,,PING,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78114,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus,,Modbus,16938,78116,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Read.Holding.Registers,,Modbus_Read.Holding.Registers,25855,78118,,,MODBUS,utm,app-ctrl,signature,
2024-09-07,21:50:36,FGDIT,FGVM02TM24011031,84.3.251.103,84.3.251.102,,,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,Modbus_Func03.Read.Holding.Validation,48883,78118,,,MODBUS,utm,app-ctrl,signature,
