appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
24466,77588,,Ping,,elevated,PING,84.3.251.101,84.3.251.102,app-ctrl,signature,,,
25855,77590,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77590,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77590,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77590,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77590,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 00 56
16938,77590,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77598,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77598,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77598,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77598,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77598,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 00 ca
16938,77598,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77600,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77600,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77600,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77600,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77600,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 00 dc
16938,77600,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77602,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77602,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77602,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77602,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77602,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 00 e9
16938,77602,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77604,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77604,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77604,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77604,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77604,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 00 f6
16938,77604,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77606,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77606,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77606,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77606,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77606,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 01 02
16938,77606,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77608,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77608,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77608,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77608,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77608,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 01 10
16938,77608,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77610,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77610,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77610,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77610,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77610,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 01 1c
16938,77610,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77612,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77612,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77612,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77612,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77612,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 01 29
16938,77612,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77614,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77614,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77614,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
48883,77614,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77614,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,02 01 36
16938,77614,,Modbus,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
25855,77616,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,00 01 00 01
48883,77616,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77616,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.102,84.3.251.101,app-ctrl,signature,,,
