appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
24466,77808,,Ping,,elevated,PING,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77810,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,77810,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77810,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,77810,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77810,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 90
16938,77810,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77812,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,77812,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77812,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,77812,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77812,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 a0
16938,77812,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77816,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,77816,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77816,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,77816,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77816,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 d9
16938,77816,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77818,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,77818,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77818,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,77818,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77818,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 f1
16938,77818,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77820,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,77820,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,77820,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,77820,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77820,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 01 01
16938,77820,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,77822,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
