appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
24466,77908,,Ping,,elevated,PING,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
25902,77910,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,00 02 0f a0
48886,77910,,Modbus_Func06.Write.Single.Reg.Validation,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:2, Value:4000","UnitID=0,Ref=2,Data=0f a0"
25902,77910,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
48886,77910,,Modbus_Func06.Write.Single.Reg.Validation,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
25902,77910,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,00 02 0f a0
48886,77910,,Modbus_Func06.Write.Single.Reg.Validation,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:2, Value:4000","UnitID=0,Ref=2,Data=0f a0"
16938,77910,,Modbus,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
25902,77912,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,00 02 0f a0
48886,77912,,Modbus_Func06.Write.Single.Reg.Validation,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:2, Value:4000","UnitID=0,Ref=2,Data=0f a0"
25902,77912,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
48886,77912,,Modbus_Func06.Write.Single.Reg.Validation,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,
25902,77912,,Modbus_Write.Single.Register,,elevated,MODBUS,84.3.251.104,84.3.251.102,app-ctrl,signature,,,00 02 0f a0
