appid,sessionid,repeated,app,app-ctrl,apprisk,service,srcip,dstip,subtype,eventtype,url,parameters,filename
25855,78110,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78110,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78110,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78110,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78110,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 00
16938,78110,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
24466,78112,,Ping,,elevated,PING,84.3.251.102,84.3.251.103,app-ctrl,signature,,,
25855,78114,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78114,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78114,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78114,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78114,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 00
16938,78114,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78116,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78116,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78116,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78116,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78116,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 00
16938,78116,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78118,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78118,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78118,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78118,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78118,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 00
16938,78118,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78120,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78120,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78120,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78120,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78120,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 10
16938,78120,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78124,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78124,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78124,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
48883,78124,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78124,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,02 00 48
16938,78124,,Modbus,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
25855,78126,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,00 01 00 01
48883,78126,,Modbus_Func03.Read.Holding.Validation,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,"UnitID:0, Address:1, Address:1","UnitID=0,Ref=1-1,Data=00 01"
25855,78126,,Modbus_Read.Holding.Registers,,elevated,MODBUS,84.3.251.103,84.3.251.102,app-ctrl,signature,,,
