sentpktdelta,parameters,time,appid,rcvdbyte,eventtype,devid,logid,service,sentpkt,direction,clouduser,proto,rcvdpktdelta,date,duration,tz,vd,dstcountry,filesize,filename,dstintf,srcintfrole,masterdstmac,action,srcip,srcintf,incidentserialno,mastersrcmac,appcat,subtype,sessionid,srcserver,poluuid,policytype,applist,msg,countapp,dstintfrole,identifier,dstport,utmaction,rcvdpkt,transip,transport,srccountry,icmpid,durationdelta,type,sentdelta,devname,app,cloudaction,srcport,rcvddelta,dstmac,level,dstip,icmpcode,eventtime,sentbyte,policyid,trandisp,srcmac,icmptype,apprisk,dstserver
,,21:45:14,24466,,signature,FGVM02TM24011031,1059028704,PING,,outgoing,,1,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.101,port7,206428746,,Network.Service,app-ctrl,77672,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Network.Service: Ping,,undefined,,,,,,,Hungary,0x7ee7,,utm,,FGDIT,Ping,,,,,information,84.3.251.18,0x00,1725770714534061758,,4,,,0x08,elevated,
,,21:45:14,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.101,6,,2024-09-07,,-0700,root,Hungary,4,00 05 00 01,port7,undefined,,pass,84.3.251.101,port7,206428748,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,38703,,,information,84.3.251.18,,1725770714535817207,,4,,,,elevated,
,"UnitID:0, Address:5, Address:5",21:45:14,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.101,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=5-5,Data=00 01",port7,undefined,,pass,84.3.251.101,port7,206428749,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,38703,,,information,84.3.251.18,,1725770714535930238,,4,,,,elevated,
,,21:45:14,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.101,port7,206428750,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,38703,,,information,84.3.251.18,,1725770714536015828,,4,,,,elevated,
,,21:45:14,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.101,port7,206428751,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,,38703,,,information,84.3.251.18,,1725770714536493530,,4,,,,elevated,
,,21:45:14,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,84.3.251.18,6,,2024-09-07,,-0700,root,Hungary,3,02 01 1a,port7,undefined,,pass,84.3.251.101,port7,206428752,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,38703,,,information,84.3.251.18,,1725770714536597707,,4,,,,elevated,
,,21:45:14,16938,,signature,FGVM02TM24011031,1059028704,MODBUS,,incoming,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.101,port7,206428753,,Operational.Technology,app-ctrl,77674,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus,,38703,,,information,84.3.251.18,,1725770714536684645,,4,,,,elevated,
,,21:45:14,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.101,6,,2024-09-07,,-0700,root,Hungary,4,00 05 00 01,port7,undefined,,pass,84.3.251.101,port7,206428762,,Operational.Technology,app-ctrl,77676,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Read.Holding.Registers,others,56123,,,information,84.3.251.18,,1725770714540267617,,4,,,,elevated,
,"UnitID:0, Address:5, Address:5",21:45:14,48883,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,84.3.251.101,6,,2024-09-07,,-0700,root,Hungary,6,"UnitID=0,Ref=5-5,Data=00 01",port7,undefined,,pass,84.3.251.101,port7,206428763,,Operational.Technology,app-ctrl,77676,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Func03.Read.Holding.Validation,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Func03.Read.Holding.Validation,others,56123,,,information,84.3.251.18,,1725770714540379485,,4,,,,elevated,
,,21:45:14,25855,,signature,FGVM02TM24011031,1059028704,MODBUS,,outgoing,,6,,2024-09-07,,-0700,root,Hungary,,,port7,undefined,,pass,84.3.251.101,port7,206428764,,Operational.Technology,app-ctrl,77676,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,sniffer,sniffer-profile,Operational.Technology: Modbus_Read.Holding.Registers,,undefined,,502,,,,,Hungary,,,utm,,FGDIT,Modbus_Read.Holding.Registers,,56123,,,information,84.3.251.18,,1725770714540450775,,4,,,,elevated,
