apprisk,type,tz,time,appcat,action,proto,dstserver,filesize,srcmac,sentpkt,app,msg,dstport,subtype,cloudaction,trandisp,sentdelta,srcintfrole,transip,srcintf,durationdelta,appid,sessionid,rcvdpkt,incidentserialno,srcserver,direction,masterdstmac,filename,clouduser,logid,dstintf,dstintfrole,rcvddelta,utmaction,policytype,mastersrcmac,srcport,transport,sentbyte,poluuid,vd,dstmac,duration,dstip,srcip,srccountry,dstcountry,rcvdpktdelta,rcvdbyte,level,sentpktdelta,policyid,devname,applist,service,countapp,devid,date,eventtype,eventtime
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428054,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484567618057
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428055,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484567986999
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428056,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484568441317
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428057,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484568682055
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428058,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484569129708
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428059,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484569592613
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428060,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484569831095
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428061,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484570207392
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428062,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484570692180
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428063,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484570930886
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428064,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484571309217
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428065,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484571766915
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428066,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484572075905
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428067,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484572476690
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428068,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484572955462
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428069,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484573189133
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428070,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484573552615
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428071,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484574133064
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428072,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484574376349
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428073,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484574783128
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428074,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484575245365
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428075,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484575493207
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428076,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484575860860
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428077,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484576310636
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428078,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484576555984
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428079,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484576919370
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428080,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484577365187
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428081,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484577610347
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428082,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484577971137
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,14,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428083,,outgoing,,Job=04 01 12 0a 10 02 00 06 00 00 81 00 00 00,192.168.0.142,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484578416207
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,,,,undefined,,port7,,42213,61417,,206428084,,outgoing,,,,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484578682420
elevated,utm,-0700,21:24:45,Operational.Technology,pass,6,,12,,,S7.Protocol_Read.Variable,Operational.Technology: S7.Protocol_Read.Variable,102,app-ctrl,others,,,undefined,,port7,,42213,61417,,206428085,,incoming,,Ack=04 01 ff 04 00 30 00 00 00 00 00 00,192.168.0.64,1059028704,port7,undefined,,,sniffer,,57034,,,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,,,192.168.0.64,192.168.0.142,Reserved,Reserved,,,information,,4,FGDIT,sniffer-profile,tcp/102,,FGVM02TM24011031,2024-09-07,signature,1725769484579059808
elevated,traffic,-0700,21:24:46,Industrial,accept,6,0,,08:00:27:50:4c:14,35,S7.Protocol_Read.Variable,,102,sniffer,,snat,482,undefined,0.0.0.0,port7,1,42213,61417,19,,0,,24:41:8c:64:12:11,,,0004000017,port7,undefined,484,allow,sniffer,08:00:27:50:4c:14,57034,0,482,2bb0f70e-4038-51ef-134a-c9f410b48b6f,root,24:41:8c:64:12:11,1,192.168.0.64,192.168.0.142,Reserved,Reserved,19,484,notice,35,4,FGDIT,,tcp/102,44,FGVM02TM24011031,2024-09-07,,1725769485551114472
